FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3758677842,A320,SIN,142,BY,41,,1,0,
3758677842,A320,SIN,143,BY,42,,1,0,
3758677842,A320,SIN,569,BY,31,,1,0,
3758677842,A320,SIN,569,BY,32,,1,0,
3760008385,A319,CTU,2200,C,4H,,1,0,
3760008385,A319,CTU,50,M,5H,,1,0,
3760008385,A319,CTU,180,T,1H,,1,0,
3760008385,A319,CTU,8,BY,5H,,1,0,
3760008385,A319,CTU,872,BY,1H,,1,0,
3758735712,A330,TFU,135,X,24P,P6P,1,0,
3758735712,A330,TFU,135,X,31P,P6P,1,0,
3758735712,A330,TFU,135,X,23P,P6P,1,0,
3758735712,A330,TFU,135,X,22P,P6P,1,0,
3758735712,A330,TFU,135,X,21P,P6P,1,0,
3758735712,A330,TFU,100,EC,52,BULK,1,0,
3758735712,A330,TFU,156,T,42L,LD3,1,0,
3758735712,A330,TFU,410,BY,43R,LD3,1,0,
3758735712,A330,TFU,6,BY,51,BULK,1,0,
3758735712,A330,TFU,847,C,32P,P6P,1,0,
3758735712,A330,TFU,408,BY,41L,LD3,1,0,
3758735712,A330,TFU,411,BY,41R,LD3,1,0,
3758735712,A330,TFU,154,T,42R,LD3,1,0,
3758712964,A319,NKG,422,BY,4H,,1,0,
3758694219,A319,DYG,214,BY,1H,,1,0,
3758711038,A319,MIG,709,BY,1H,,1,0,
3758711038,A319,MIG,147,T,1H,,1,0,
3758711038,A319,MIG,26,C,5H,,1,0,
3759246996,A319,LXA,683,BY,4H,,1,0,
3759246996,A319,LXA,193,BY,4H,,1,0,
3759246996,A319,LXA,381,C,1H,,1,0,
3758753487,A321,YBP,369,BY,4H,,1,0,
3759937652,A321,CAN,517,BY,4H,,1,0,
3759937652,A321,CAN,68,C,3H,,1,0,
3758750898,A320,XIC,546,BY,1H,,1,0,
3759937537,A320,CAN,54,B,1H,,1,0,
3758749764,A320,WUS,306,B,1H,,1,0,
3758717425,A320,PEK,22,BY,1H,,1,0,
3758717425,A320,PEK,253,C,4H,,1,0,
3758746593,A321,URC,48,C,3H,,1,0,
3758746593,A321,URC,625,B,4H,,1,0,
3758746593,A321,URC,6,C,5H,,1,0,
3758717337,A321,PEK,800,BY,3H,,1,0,
3758717337,A321,PEK,411,BY,4H,,1,0,
3758755549,A320,ZHY,13,B,4H,,1,0,
3758755549,A320,KMG,200,C,3H,,1,0,
3758755549,A320,KMG,57,C,3H,,1,0,
3758755549,A320,KMG,203,B,1H,,1,0,
3758703696,A320,KMG,294,B,1H,,1,0,
3758703696,A320,KMG,57,C,3H,,1,0,
3758703696,A320,KMG,200,C,3H,,1,0,
3758703696,A320,KMG,291,BY,1H,,1,0,
3758703696,A320,KMG,1508,C,1H,,1,3,
3758703696,A320,KMG,1508,C,4H,,1,3,
3758755450,A320,ZHY,294,BY,4H,,1,0,
3758755450,A320,PEK,1567,C,1H,,1,0,
3758755450,A320,PEK,590,C,3H,,1,0,
