FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3883147849,A320,SIN,495,BY,42,,1,0,
3883147849,A320,SIN,362,C,11,,1,0,
3883147849,A320,SIN,495,BY,41,,1,0,
3883147849,A320,SIN,362,C,13,,1,0,
3883147849,A320,SIN,362,C,12,,1,0,
3883147849,A320,SIN,495,BY,31,,1,0,
3883147849,A320,SIN,497,BY,32,,1,0,
3883168223,A320,LZO,448,BY,1H,,1,0,
3883151834,A320,CAN,420,BY,1H,,1,0,
3883151834,A320,CAN,50,C,1H,,1,0,
3883198939,A320,YBP,412,BY,1H,,1,0,
3883198939,A320,YBP,290,C,4H,,1,0,
3883198939,A320,YBP,498,C,3H,,1,0,
3883152687,A320,CAN,178,BY,1H,,1,0,
3883196331,A320,XIC,836,BY,1H,,1,0,
3883196331,A320,XIC,120,C,3H,,1,0,
3883152608,A320,CAN,145,B,1H,,1,0,
3883181560,A320,SYX,361,C,1H,,1,0,
3883181560,A320,SYX,350,B,1H,,1,0,
3883177465,A320,PEK,462,C,3H,,1,0,
3883177465,A320,PEK,320,C,5H,,1,0,
3883177465,A320,PEK,688,C,1H,,1,0,
3883177465,A320,PEK,598,C,3H,,1,0,
3883177465,A320,PEK,905,C,1H,,1,0,
3883177465,A320,PEK,1122,BY,4H,,1,0,
3883193124,A320,URC,371,C,3H,,1,0,
3883193124,A320,URC,30,C,4H,,1,0,
3883193124,A320,URC,489,B,1H,,1,0,
3883178085,A320,PEK,511,BY,1H,,1,0,
3883178085,A320,PEK,201,BY,1H,,1,0,
3883178085,A320,PEK,300,BY,3H,,1,0,
3883200359,A320,ZHY,44,B,4H,,1,0,
3883200359,A320,KMG,120,C,3H,,1,0,
3883200359,A320,KMG,191,B,1H,,1,0,
3883176347,A320,KMG,375,B,1H,,1,0,
3883176347,A320,KMG,120,C,3H,,1,0,
3883176347,A320,KMG,47,BY,4H,,1,0,
3883176347,A320,KMG,267,BY,4H,,1,0,
3883200273,A320,ZHY,26,C,4H,,1,0,
3883200273,A320,PEK,904,C,1H,,1,0,
3883200273,A320,PEK,921,C,3H,,1,0,
3883200273,A320,ZHY,306,BY,4H,,1,0,
3883200273,A320,PEK,638,BY,1H,,1,0,
3883178437,A320,PEK,638,BY,1H,,1,0,
3883178437,A320,PEK,904,C,1H,,1,0,
3883178437,A320,PEK,921,C,3H,,1,0,
3883178437,A320,PEK,38,BY,4H,,1,0,
3883151466,A321,CAN,712,C,3H,,1,0,
3883151466,A321,CAN,554,C,3H,,1,0,
