FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3848913515,A320,SIN,614,BY,42,,1,0,
3848913515,A320,SIN,50,T,51,,1,0,
3848913515,A320,SIN,245,C,11,,1,0,
3848913515,A320,SIN,246,C,13,,1,0,
3848913515,A320,SIN,245,C,12,,1,0,
3848913515,A320,SIN,614,BY,31,,1,0,
3848913515,A320,SIN,614,BY,32,,1,0,
3848913515,A320,SIN,615,BY,41,,1,0,
3848959671,A321,XIC,785,B,4H,,1,0,
3848959671,A321,XIC,432,B,3H,,1,0,
3848919548,A320,CGO,1340,C,1H,,1,0,
3848919548,A320,CGQ,302,B,1H,,1,0,
3848919548,A320,CGO,1000,C,3H,,1,0,
3848919548,A320,CGO,563,B,4H,,1,0,
3848919548,A320,CGO,200,M,4H,,1,0,
3848919548,A320,CGQ,192,C,5H,,1,0,
3848927170,A319,DIG,0,B,1H,,1,0,
3848951390,A319,TFU,153,BY,4H,,1,0,
3848925386,A321,CTU,1215,BY,4H,,1,0,
3848925386,A321,CTU,1500,C,3H,,1,0,
3848925386,A321,CTU,285,C,4H,,1,0,
3848925386,A321,CTU,695,C,2H,,1,0,
3848940901,A319,PEK,1000,C,1H,,1,0,
3848940901,A319,PEK,100,C,5H,,1,0,
3848940901,A319,PEK,500,C,4H,,1,0,
3848935851,A320,LZO,770,BY,1H,,1,0,
3848935851,A320,LZO,80,C,1H,,1,0,
3848917815,A320,CAN,368,BY,1H,,1,0,
3848961951,A320,YBP,357,BY,1H,,1,0,
3848961951,A320,YBP,713,C,3H,,1,0,
3848961951,A320,YBP,660,C,1H,,1,0,
3848961951,A320,YBP,375,C,4H,,1,0,
3848918435,A320,CAN,900,BY,1H,,1,0,
3848918435,A320,CAN,218,BY,1H,,1,0,
3848918435,A320,CAN,7,BY,4H,,1,0,
3848918435,A320,CAN,7,BY,4H,,1,0,
3848918435,A320,CAN,200,C,1H,,1,0,
3848959687,A320,XIC,559,BY,1H,,1,0,
3848959687,A320,XIC,18,C,1H,,1,0,
3848918351,A320,CAN,1537,B,1H,,1,0,
3848946208,A321,SYX,294,C,2H,,1,0,
3848946208,A321,SYX,570,B,4H,,1,0,
3848941824,A321,PEK,115,C,2H,,1,0,
3848941824,A321,PEK,465,C,3H,,1,0,
3848941824,A321,PEK,413,C,5H,,1,0,
3848941824,A321,PEK,667,BY,3H,,1,0,
3848957358,A320,URC,178,C,3H,,1,0,
3848957358,A320,URC,77,C,3H,,1,0,
3848957358,A320,URC,69,C,4H,,1,0,
3848957358,A320,URC,262,B,1H,,1,0,
3848957358,A320,URC,468,C,1H,,1,0,
3848957358,A320,URC,5,EC,1H,,1,0,
3848942172,A320,PEK,300,BY,3H,,1,0,
3848942172,A320,PEK,50,C,3H,,1,0,
