FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3835038214,A320,SIN,62,BY,52,,1,0,
3835038214,A320,SIN,600,BY,31,,1,0,
3835038214,A320,SIN,79,BY,32,,1,0,
3835072983,A330,PEK,1200,C,32P,P6P,1,0,
3835072983,A330,PEK,1159,C,24P,P6P,1,0,
3835072983,A330,PEK,1159,C,23P,P6P,1,0,
3835072983,A330,PEK,1159,C,22P,P6P,1,0,
3835072983,A330,PEK,1159,C,21P,P6P,1,0,
3835072983,A330,PEK,1163,C,12P,P6P,1,0,
3835072983,A330,PEK,1000,C,34L,LD3,1,0,
3835072983,A330,PEK,1000,C,34R,LD3,1,0,
3835072983,A330,PEK,1000,C,41R,LD3,1,0,
3835072983,A330,PEK,592,B,41L,LD3,1,0,
3835072983,A330,PEK,590,B,42L,LD3,1,0,
3835072983,A330,PEK,590,B,42R,LD3,1,0,
3835072983,A330,PEK,590,B,43L,LD3,1,0,
3835072983,A330,PEK,590,B,43R,LD3,1,0,
3835051382,A350,CTU,1100,C,43P,LD9,1,0,
3835549888,A320,LZO,648,BY,3H,,1,0,
3836143383,A320,CAN,513,BY,3H,,1,0,
3835107945,A320,YBP,354,BY,1H,,1,0,
3835107945,A320,YBP,1000,C,4H,,1,0,
3835107945,A320,YBP,500,C,5H,,1,0,
3835107945,A320,YBP,1500,C,1H,,1,0,
3835107945,A320,YBP,1223,C,3H,,1,0,
3836143834,A320,CAN,514,BY,1H,,1,0,
3835486989,A320,HRB,161,C,3H,,1,0,
3835486989,A320,HRB,271,C,1H,,1,0,
3835486989,A320,HRB,601,B,1H,,1,0,
3835486989,A320,HRB,232,B,4H,,1,0,
3835074567,A320,PEK,55,C,3H,,1,0,
3835074567,A320,PEK,41,BY,4H,,1,0,
3835074567,A320,PEK,41,BY,3H,,1,0,
3835062667,A320,JHG,101,B,4H,,1,0,
3835062667,A320,JHG,507,BY,1H,,1,0,
3835062667,A320,JHG,217,BY,1H,,1,0,
3835068027,A320,MIG,389,C,3H,,1,0,
3835068027,A320,MIG,703,B,1H,,1,0,
3835068027,A320,MIG,144,C,1H,,1,0,
3835068027,A320,JHG,101,B,4H,,1,0,
3835067941,A320,MIG,349,BY,3H,,1,0,
3835067941,A320,PEK,109,BY,1H,,1,0,
3835067941,A320,PEK,29,C,1H,,1,0,
3835074639,A320,PEK,29,C,1H,,1,0,
3835074639,A320,PEK,109,BY,1H,,1,0,
3835074639,A320,PEK,20,BY,1H,,1,0,
3835102679,A320,URC,204,C,3H,,1,0,
3835102679,A320,URC,838,C,3H,,1,0,
3835102679,A320,URC,162,C,5H,,1,0,
3835102679,A320,URC,457,C,4H,,1,0,
3835102679,A320,URC,579,B,1H,,1,0,
3835102864,A320,URC,0,B,1H,,1,0,
3835102864,A320,URC,343,C,3H,,1,0,
3835102864,A320,URC,513,C,1H,,1,0,
3835102864,A320,URC,66,C,3H,,1,0,
3835102864,A320,URC,22,C,3H,,1,0,
3835075503,A320,PEK,600,BY,1H,,1,0,
3835075503,A320,PEK,174,T,3H,,1,0,
3835075503,A320,PEK,312,BY,3H,,1,0,
3836143337,A321,CAN,368,C,3H,,1,0,
3836143337,A321,CAN,280,M,3H,,1,0,
3836143337,A321,CAN,1001,B,4H,,1,0,
3835059265,A321,HGH,517,BY,4H,,1,0,
3835059265,A321,HGH,296,M,5H,,1,0,
3835059265,A321,HGH,300,C,2H,,1,0,
3835059265,A321,HGH,222,C,1H,,1,0,
3835059265,A321,HGH,848,C,2H,,1,0,
3835059265,A321,HGH,105,M,3H,,1,0,
3835059265,A321,HGH,271,M,3H,,1,0,
3835059265,A321,HGH,316,M,3H,,1,0,
3835059265,A321,HGH,315,M,1H,,1,0,
3835486844,A320,HRB,8,C,3H,,1,0,
3835486844,A320,HRB,557,B,4H,,1,0,
3835486844,A320,HRB,570,B,1H,,1,0,
3835486844,A320,HRB,12,B,4H,,1,0,
3835060163,A320,HGH,785,C,3H,,1,0,
3835060163,A320,HGH,18,M,3H,,1,0,
