FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3840011409,A320,SIN,299,BY,31,,1,0,
3840011409,A320,SIN,31,T,52,,1,0,
3840011409,A320,SIN,342,BY,13,,1,0,
3840011409,A320,SIN,342,BY,12,,1,0,
3840011409,A320,SIN,342,BY,11,,1,0,
3840011409,A320,SIN,300,BY,32,,1,0,
3840013276,A320,CGO,2228,C,1H,,1,0,
3840013276,A320,CGQ,121,M,5H,,1,0,
3840013276,A320,CGO,770,B,4H,,1,0,
3840013276,A320,CGQ,214,B,1H,,1,0,
3840013276,A320,CGO,810,M,3H,,1,0,
3840013475,A320,CGO,818,C,3H,,1,0,
3840013475,A320,CGO,810,M,3H,,1,0,
3840013475,A320,CGQ,300,C,4H,,1,0,
3840013475,A320,CGQ,121,M,4H,,1,0,
3840013475,A320,CGQ,214,B,4H,,1,0,
3840013475,A320,CGO,770,B,1H,,1,0,
3840013475,A320,CGO,800,C,1H,,1,0,
3840013475,A320,CGO,300,C,5H,,1,0,
3840085876,A350,YVR,2000,C,43P,P6P,1,0,
3840085876,A350,YVR,1000,C,42P,P6P,1,0,
3840567823,A320,LZO,609,BY,1H,,1,0,
3841179910,A320,CAN,452,BY,1H,,1,0,
3841179910,A320,CAN,86,C,1H,,1,0,
3840084252,A320,YBP,599,BY,1H,,1,0,
3840084252,A320,YBP,803,C,1H,,1,0,
3840084252,A320,YBP,713,C,4H,,1,0,
3840084252,A320,YBP,875,C,3H,,1,0,
3841180581,A320,CAN,264,BY,1H,,1,0,
3840081431,A320,XIC,764,BY,1H,,1,0,
3840081431,A320,XIC,103,C,3H,,1,0,
3841180507,A320,CAN,888,B,1H,,1,0,
3841180507,A320,CAN,238,B,1H,,1,0,
3840077630,A320,URC,130,C,3H,,1,0,
3840077630,A320,URC,19,C,4H,,1,0,
3840077630,A320,URC,338,B,1H,,1,0,
3840051636,A320,PEK,523,BY,1H,,1,0,
3840051636,A320,PEK,10,C,3H,,1,0,
3840051636,A320,PEK,100,BY,3H,,1,0,
3840087361,A320,KMG,90,C,3H,,1,0,
3840087361,A320,KMG,140,C,1H,,1,0,
3840087361,A320,KMG,96,B,1H,,1,0,
3840087361,A320,ZHY,11,B,4H,,1,0,
3840038325,A320,KMG,140,C,1H,,1,0,
3840038325,A320,KMG,540,B,1H,,1,0,
3840038325,A320,KMG,90,C,3H,,1,0,
3840038325,A320,KMG,660,C,4H,,1,2,
3840038325,A320,KMG,654,C,3H,,1,2,
3840038325,A320,KMG,661,C,1H,,1,2,
3840038325,A320,KMG,300,BY,4H,,1,0,
3840087170,A320,ZHY,163,C,4H,,1,0,
3840087170,A320,ZHY,258,C,5H,,1,0,
3840087170,A320,PEK,1715,C,1H,,1,0,
3840087170,A320,ZHY,340,BY,4H,,1,0,
3840087170,A320,PEK,515,BY,3H,,1,0,
3840087170,A320,PEK,213,C,3H,,1,0,
3840052054,A320,PEK,1715,C,1H,,1,0,
3840052054,A320,PEK,213,C,3H,,1,0,
3840052054,A320,PEK,515,BY,3H,,1,0,
3840052054,A320,PEK,0,BY,4H,,1,0,
3841179622,A321,CAN,572,C,3H,,1,0,
3841179622,A321,CAN,494,C,2H,,1,0,
3841179622,A321,CAN,454,C,3H,,1,0,
3841179622,A321,CAN,452,C,2H,,1,0,
3841179622,A321,CAN,320,B,4H,,1,0,
3840031409,A321,HGH,29,BY,4H,,1,0,
3840031409,A321,HGH,340,C,5H,,1,0,
3840031409,A321,HGH,245,M,2H,,1,0,
3840031409,A321,HGH,231,M,2H,,1,0,
3840031409,A321,HGH,650,BY,4H,,1,0,
3840031409,A321,HGH,549,M,3H,,1,0,
3840502449,A319,HRB,8,C,4H,,1,0,
3840502449,A319,HRB,330,B,4H,,1,0,
3840032444,A319,HGH,500,C,1H,,1,5,
3840032444,A319,HGH,10,M,1H,,1,5,
3840032444,A319,HGH,362,BY,4H,,1,0,
3840086899,A319,ZAT,276,B,4H,,1,0,
3840501709,A319,HGH,443,C,4H,,1,0,
3840501709,A319,HGH,632,C,1H,,1,0,
3840501709,A319,HGH,80,BY,4H,,1,0,
3840502478,A320,HRB,694,C,1H,,1,0,
3840502478,A320,HRB,252,C,1H,,1,0,
3840502478,A320,HRB,370,B,3H,,1,0,
3840032524,A320,HGH,545,C,3H,,1,6,
3840032524,A320,HGH,245,C,4H,,1,3,
3840032524,A320,HGH,1007,BY,1H,,1,0,
3840032524,A320,HGH,12,BY,4H,,1,0,
3840084436,A319,YBP,211,B,4H,,1,0,
3840084436,A319,YBP,564,C,1H,,1,0,
3840084436,A319,YBP,424,C,4H,,1,0,
3840084436,A319,YBP,252,C,5H,,1,0,
3840084436,A319,JHG,193,B,5H,,1,0,
3840084436,A319,YBP,1,EC,1H,,1,0,
