FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3885033960,A320,SIN,37,T,51,,1,0,
3885033960,A320,SIN,452,C,13,,1,0,
3885033960,A320,SIN,450,C,12,,1,0,
3885033960,A320,SIN,450,C,11,,1,0,
3885033960,A320,SIN,575,BY,42,,1,0,
3885033960,A320,SIN,570,BY,41,,1,0,
3885033960,A320,SIN,704,BY,32,,1,0,
3885033960,A320,SIN,704,BY,31,,1,0,
3885033960,A320,SIN,150,C,52,,1,0,
3885033960,A320,SIN,150,C,53,,1,0,
3885034181,A320,SIN,106,BY,51,,1,0,
3885034181,A320,SIN,99,BY,13,,1,0,
3885034181,A320,SIN,630,BY,42,,1,0,
3885034181,A320,SIN,630,BY,32,,1,0,
3885034181,A320,SIN,630,BY,31,,1,0,
3885034181,A320,SIN,630,BY,41,,1,0,
3885054674,A320,LZO,682,BY,1H,,1,0,
3885038614,A320,CAN,488,BY,1H,,1,0,
3885038614,A320,CAN,45,C,1H,,1,0,
3885083738,A320,YBP,517,BY,1H,,1,0,
3885083738,A320,YBP,573,C,1H,,1,0,
3885083738,A320,YBP,496,C,4H,,1,0,
3885083738,A320,YBP,235,C,5H,,1,0,
3885083738,A320,YBP,285,C,1H,,1,0,
3885083738,A320,YBP,453,C,3H,,1,0,
3885039380,A320,CAN,248,BY,1H,,1,0,
3885039380,A320,CAN,120,C,1H,,1,0,
3885055829,A320,HRB,296,C,3H,,1,0,
3885055829,A320,HRB,1274,B,1H,,1,0,
3885062539,A320,PEK,26,C,5H,,1,1,
3885062539,A320,PEK,379,B,1H,,1,0,
3885062539,A320,PEK,380,B,3H,,1,0,
3885067263,A320,SYX,145,C,3H,,1,0,
3885067263,A320,SYX,550,B,1H,,1,0,
3885067263,A320,SYX,5,EC,1H,,1,0,
3885067263,A320,SYX,9,B,4H,,1,0,
3885062776,A320,PEK,1144,BY,1H,,1,0,
3885062776,A320,PEK,115,C,3H,,1,0,
3885062776,A320,PEK,750,C,4H,,1,0,
3885062776,A320,PEK,672,C,3H,,1,0,
3885058798,A320,JHG,518,BY,1H,,1,0,
3885058798,A320,JHG,43,BY,1H,,1,0,
3885058798,A320,JHG,298,B,4H,,1,0,
3885056428,A320,MIG,20,C,1H,,1,0,
3885056428,A320,MIG,205,B,1H,,1,0,
3885056428,A320,MIG,326,C,3H,,1,0,
3885056428,A320,JHG,120,B,4H,,1,0,
3885056346,A320,MIG,571,BY,1H,,1,0,
3885056346,A320,PEK,357,BY,3H,,1,0,
3885062726,A320,PEK,54,BY,1H,,1,0,
3885062726,A320,PEK,357,BY,3H,,1,0,
3885075930,A320,URC,285,C,3H,,1,0,
3885075930,A320,URC,484,B,1H,,1,0,
3885075930,A320,URC,453,C,4H,,1,0,
3885063614,A320,PEK,200,BY,3H,,1,0,
3885063614,A320,PEK,64,T,1H,,1,0,
3885063614,A320,PEK,50,BY,1H,,1,0,
3885063614,A320,PEK,711,BY,1H,,1,0,
3885038224,A321,CAN,732,C,3H,,1,0,
3885038224,A321,CAN,542,C,3H,,1,0,
3885038224,A321,CAN,536,C,2H,,1,0,
3885038224,A321,CAN,460,C,2H,,1,0,
3885038224,A321,CAN,400,C,5H,,1,0,
3885038224,A321,CAN,85,C,1H,,1,0,
3885038224,A321,CAN,403,B,4H,,1,0,
3885051415,A321,HGH,880,BY,4H,,1,0,
3885051415,A321,HGH,189,M,3H,,1,0,
3885038313,A321,CAN,572,C,3H,,1,0,
3885038313,A321,CAN,570,C,3H,,1,0,
3885038313,A321,CAN,492,C,2H,,1,0,
3885038313,A321,CAN,482,C,2H,,1,0,
3885038313,A321,CAN,448,C,1H,,1,0,
3885038313,A321,CAN,402,C,5H,,1,0,
3885038313,A321,CAN,952,B,4H,,1,0,
3885038313,A321,CAN,193,B,1H,,1,0,
3885051445,A321,HGH,660,BY,4H,,1,0,
3885051445,A321,HGH,641,M,2H,,1,0,
3885051445,A321,HGH,560,C,1H,,1,0,
3885051445,A321,HGH,264,M,3H,,1,0,
3885051445,A321,HGH,263,M,3H,,1,0,
3885055586,A320,HRB,24,C,3H,,1,0,
3885055586,A320,HRB,824,B,4H,,1,0,
3885055586,A320,HRB,178,B,3H,,1,0,
3885055586,A320,HRB,76,B,3H,,1,0,
3885052304,A320,HGH,780,C,1H,,1,5,
3885052304,A320,HGH,579,C,1H,,1,5,
3885052304,A320,HGH,208,C,5H,,1,2,
3885052304,A320,HGH,32,M,5H,,1,1,
