FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3786825639,A320,SIN,96,BY,52,,1,0,
3786825639,A320,SIN,145,BY,41,,1,0,
3786825639,A320,SIN,560,BY,31,,1,0,
3786825639,A320,SIN,560,BY,42,,1,0,
3786859804,A319,MIG,936,BY,1H,,1,0,
3786859804,A319,MIG,58,T,1H,,1,0,
3787352531,A319,LXA,770,BY,1H,,1,0,
3787352531,A319,LXA,708,C,4H,,1,0,
3787352531,A319,LXA,138,C,1H,,1,0,
3787352531,A319,LXA,268,C,5H,,1,0,
3787352531,A319,LXA,46,C,5H,,1,0,
3787352938,A321,LZO,570,BY,4H,,1,0,
3787988476,A321,CAN,650,BY,3H,,1,0,
3787988476,A321,CAN,10,BY,3H,,1,0,
3787988476,A321,CAN,120,C,3H,,1,0,
3786902412,A321,YBP,317,BY,4H,,1,0,
3786902412,A321,YBP,217,C,5H,,1,0,
3786902412,A321,YBP,900,C,3H,,1,0,
3787989748,A321,CAN,262,BY,4H,,1,0,
3787285977,A320,HRB,405,C,3H,,1,0,
3787285977,A320,HRB,347,B,1H,,1,0,
3786866936,A320,PEK,241,BY,3H,,1,0,
3786852026,A320,JHG,424,B,1H,,1,0,
3786852026,A320,JHG,76,BY,1H,,1,0,
3786859872,A320,MIG,327,B,4H,,1,0,
3786859872,A320,JHG,372,B,1H,,1,0,
3786859730,A320,MIG,319,BY,3H,,1,0,
3786859730,A320,PEK,16,BY,1H,,1,0,
3786867072,A320,PEK,71,BY,1H,,1,0,
3786867072,A320,PEK,93,BY,1H,,1,0,
3786897174,A320,URC,36,C,3H,,1,0,
3786897174,A320,URC,86,C,3H,,1,0,
3786897174,A320,URC,98,B,1H,,1,0,
3786867632,A320,PEK,400,BY,3H,,1,0,
3786867632,A320,PEK,18,T,1H,,1,0,
3786867632,A320,PEK,355,BY,1H,,1,0,
3787988072,A321,CAN,658,C,3H,,1,0,
3787988072,A321,CAN,560,C,3H,,1,0,
3787988072,A321,CAN,554,C,2H,,1,0,
