FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3899672417,A320,SIN,123,BY,11,,1,0,
3899672417,A320,SIN,121,BY,12,,1,0,
3899672417,A320,SIN,121,BY,13,,1,0,
3899672417,A320,SIN,404,BY,31,,1,0,
3899672417,A320,SIN,404,BY,32,,1,0,
3899672417,A320,SIN,269,BY,41,,1,0,
3899672417,A320,SIN,269,BY,42,,1,0,
3899716914,A320,TFU,260,EC,1H,,1,0,
3899716914,A320,TFU,240,EC,3H,,1,0,
3899716914,A320,TFU,240,EC,4H,,1,0,
3899716914,A320,TFU,200,EC,5H,,1,0,
3899717021,A320,TFU,0,BY,1H,,1,0,
3899696277,A320,LZO,44,C,1H,,1,0,
3899696277,A320,LZO,812,BY,3H,,1,0,
3899696277,A320,LZO,5,BY,4H,,1,0,
3899677679,A320,CAN,512,BY,1H,,1,0,
3899677679,A320,CAN,145,C,3H,,1,0,
3899727676,A320,YBP,600,BY,1H,,1,0,
3899727676,A320,YBP,81,BY,1H,,1,0,
3899727676,A320,YBP,506,C,1H,,1,0,
3899727676,A320,YBP,349,C,3H,,1,0,
3899727676,A320,YBP,277,C,4H,,1,0,
3899678847,A320,CAN,152,BY,1H,,1,0,
3899723271,A320,XIC,690,BY,1H,,1,0,
3899723271,A320,XIC,7,C,4H,,1,0,
3899723271,A320,XIC,11,BY,4H,,1,0,
3899678778,A320,CAN,62,B,1H,,1,0,
3899710298,A321,SYX,190,C,2H,,1,0,
3899710298,A321,SYX,426,C,3H,,1,0,
3899710298,A321,SYX,427,B,3H,,1,0,
3899710298,A321,SYX,808,B,4H,,1,0,
3899710298,A321,SYX,6,B,4H,,1,0,
3899705044,A321,PEK,306,C,3H,,1,0,
3899705044,A321,PEK,1,C,3H,,1,0,
3899705044,A321,PEK,228,C,3H,,1,0,
3899705044,A321,PEK,209,C,3H,,1,0,
3899705044,A321,PEK,379,BY,4H,,1,0,
3899710458,A350,SYX,554,C,31P,P6P,1,0,
3899710458,A350,SYX,433,B,44L,LD3,1,0,
3899710458,A350,SYX,627,B,44R,LD3,1,0,
3899710458,A350,SYX,705,B,45L,LD3,1,0,
3899710458,A350,SYX,603,BF,45R,LD3,1,0,
3899705110,A350,PEK,1610,C,22P,P6P,1,0,
3899705110,A350,PEK,1662,C,23P,P6P,1,0,
3899705110,A350,PEK,1368,C,24P,P6P,1,0,
3899705110,A350,PEK,1816,C,31P,P6P,1,0,
3899705110,A350,PEK,1921,C,32P,P6P,1,0,
3899705110,A350,PEK,271,BY,43L,LD3,1,0,
