FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3881306723,A320,SIN,560,BY,31,,1,0,
3881306723,A320,SIN,186,BY,13,,1,0,
3881306723,A320,SIN,130,BY,51,,1,0,
3881306723,A320,SIN,560,BY,41,,1,0,
3881306723,A320,SIN,560,BY,42,,1,0,
3881306723,A320,SIN,560,BY,32,,1,0,
3881324846,A319,KJH,356,M,1H,,1,0,
3881324846,A319,KJH,180,C,1H,,1,0,
3881324846,A319,KWE,250,M,5H,,1,0,
3881324846,A319,KWE,268,C,5H,,1,0,
3881324846,A319,KJH,356,BY,4H,,1,0,
3881324846,A319,KWE,225,BY,4H,,1,0,
3881325152,A319,KJH,356,M,4H,,1,0,
3881325152,A319,KJH,180,C,4H,,1,0,
3881325152,A319,KWE,250,M,1H,,1,0,
3881325152,A319,KWE,268,C,1H,,1,0,
3881325152,A319,KJH,354,BY,4H,,1,0,
3881325152,A319,KWE,225,BY,1H,,1,0,
3881325311,A319,KJH,356,M,5H,,1,0,
3881325311,A319,KWE,250,M,1H,,1,0,
3881325311,A319,KWE,268,C,1H,,1,0,
3881325311,A319,KWE,225,BY,1H,,1,0,
3881325311,A319,KJH,180,C,5H,,1,0,
3881325311,A319,KJH,254,BY,5H,,1,0,
3881325429,A320,KWE,1500,C,4H,,1,0,
3881325429,A320,KWE,1300,BY,1H,,1,0,
3881325429,A320,CTU,1300,C,1H,,1,0,
3881325429,A320,CTU,1600,BY,3H,,1,0,
3881315756,A319,CKG,660,C,4H,,1,1,
3881315756,A319,CKG,146,BY,1H,,1,4,
3881315816,A319,CKG,50,BY,4H,,1,0,
3881346033,A319,TFU,900,B,1H,,1,0,
3881346033,A319,TFU,500,C,4H,,1,0,
3881329191,A320,LZO,797,BY,1H,,1,0,
3881329191,A320,LZO,516,C,3H,,1,0,
3881329191,A320,LZO,451,C,1H,,1,0,
3881310414,A320,CAN,349,BY,1H,,1,0,
3881310414,A320,CAN,100,C,1H,,1,0,
3881359074,A320,YBP,551,C,3H,,1,0,
3881359074,A320,YBP,488,BY,1H,,1,0,
3881310943,A320,CAN,637,BY,1H,,1,0,
3881329688,A320,HRB,191,C,1H,,1,0,
3881329688,A320,HRB,363,B,1H,,1,0,
3881337624,A320,PEK,38,C,1H,,1,1,
3881337624,A320,PEK,550,B,3H,,1,0,
3881341297,A320,SYX,60,C,3H,,1,0,
3881341297,A320,SYX,280,C,1H,,1,0,
3881341297,A320,SYX,595,B,1H,,1,0,
3881337776,A320,PEK,494,C,3H,,1,0,
3881337776,A320,PEK,790,C,1H,,1,0,
3881337776,A320,PEK,553,C,3H,,1,0,
3881337776,A320,PEK,772,BY,4H,,1,0,
3881337776,A320,PEK,29,T,4H,,1,0,
3881337776,A320,PEK,780,C,1H,,1,0,
3881332945,A320,JHG,761,B,1H,,1,0,
3881332945,A320,JHG,79,BY,1H,,1,0,
3881330863,A320,MIG,22,C,3H,,1,0,
3881330863,A320,MIG,270,C,3H,,1,0,
3881330863,A320,MIG,425,B,4H,,1,0,
3881330863,A320,JHG,203,B,1H,,1,0,
3881330749,A320,MIG,653,BY,4H,,1,0,
3881330749,A320,PEK,300,BY,3H,,1,0,
3881330749,A320,PEK,43,BY,3H,,1,0,
3881330749,A320,PEK,518,C,1H,,1,0,
3881330749,A320,PEK,488,C,1H,,1,0,
3881330749,A320,PEK,584,C,1H,,1,0,
3881337733,A320,PEK,518,C,1H,,1,0,
3881337733,A320,PEK,488,C,1H,,1,0,
3881337733,A320,PEK,584,C,1H,,1,0,
3881337733,A320,PEK,300,BY,3H,,1,0,
3881337733,A320,PEK,43,BY,3H,,1,0,
3881337733,A320,PEK,73,BY,4H,,1,0,
3881355246,A320,URC,156,C,4H,,1,0,
3881355246,A320,URC,132,C,3H,,1,0,
3881355246,A320,URC,188,C,1H,,1,0,
3881355246,A320,URC,564,B,1H,,1,0,
3881338172,A320,PEK,200,BY,3H,,1,0,
3881338172,A320,PEK,71,T,1H,,1,0,
3881338172,A320,PEK,495,BY,1H,,1,0,
3881310063,A321,CAN,730,C,3H,,1,0,
3881310063,A321,CAN,654,C,2H,,1,0,
3881310063,A321,CAN,522,C,3H,,1,0,
3881310063,A321,CAN,424,C,2H,,1,0,
3881310063,A321,CAN,270,C,5H,,1,0,
