FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3795464201,A320,SIN,494,BY,31,,1,0,
3795464201,A320,SIN,313,BY,13,,1,0,
3795464201,A320,SIN,313,BY,12,,1,0,
3795464201,A320,SIN,315,BY,11,,1,0,
3795464201,A320,SIN,494,BY,32,,1,0,
3795475003,A350,CTU,992,C,13P,P1P,1,0,
3795475003,A350,CTU,1246,C,24P,P6P,1,0,
3795475003,A350,CTU,1500,C,41P,P6P,1,0,
3795475003,A350,CTU,992,C,21P,P6P,1,0,
3795475003,A350,CTU,992,C,22P,P6P,1,0,
3795475003,A350,CTU,992,C,11P,P6P,1,0,
3795475003,A350,CTU,1500,C,43P,P6P,1,0,
3795475003,A350,CTU,1500,C,42P,P6P,1,0,
3795475003,A350,CTU,1500,C,32P,P6P,1,0,
3795475003,A350,CTU,992,C,23P,P6P,1,0,
3795475003,A350,CTU,1500,C,31P,P6P,1,0,
3795475003,A350,CTU,748,B,13L,LD3,1,0,
3795475003,A350,CTU,748,B,13R,LD3,1,0,
3796003230,A320,LXA,200,C,3H,,1,0,
3796003230,A320,LXA,330,C,3H,,1,0,
3796003230,A320,LXA,1010,BY,1H,,1,0,
3795478244,A330,CTU,785,BY,43L,LD3,1,0,
3795478244,A330,CTU,785,BY,43R,LD3,1,0,
3795478244,A330,CTU,1135,C,32P,P6P,1,0,
3795478244,A330,CTU,1135,C,24P,P6P,1,0,
3795478244,A330,CTU,1135,C,23P,P6P,1,0,
3795478244,A330,CTU,1135,C,22P,P6P,1,0,
3795478244,A330,CTU,1135,C,11P,P6P,1,0,
3795478244,A330,CTU,1135,C,12P,P6P,1,0,
3795478244,A330,CTU,625,C,41P,P1P,1,0,
3795478244,A330,CTU,625,C,33P,P1P,1,0,
3795478244,A330,CTU,1135,C,21P,P6P,1,0,
3796753228,A330,CTU,785,B,43L,LD3,1,0,
3796753228,A330,CTU,785,B,42L,LD3,1,0,
3796753228,A330,CTU,785,B,41L,LD3,1,0,
3796753228,A330,CTU,785,B,41R,LD3,1,0,
3796753228,A330,CTU,1130,C,32P,P6P,1,0,
3796753228,A330,CTU,1115,C,24P,P6P,1,0,
3796753228,A330,CTU,1615,C,22P,P6P,1,0,
3796753228,A330,CTU,1115,C,23P,P6P,1,0,
3796753228,A330,CTU,380,T,42R,LD3,1,0,
3796753228,A330,CTU,5,T,51,BULK,1,0,
3796753228,A330,CTU,200,M,52,BULK,1,0,
3795476402,A320,CTU,75,BY,1H,,1,0,
3795476402,A320,CTU,184,C,4H,,1,1,
3795476402,A320,CTU,1105,C,3H,,1,3,
3795476402,A320,CTU,323,M,1H,,1,2,
3795476402,A320,CTU,230,M,1H,,1,1,
3795476402,A320,CTU,300,BY,1H,,1,0,
3795505610,A330,PEK,785,BY,43R,LD3,1,0,
3795505610,A330,PEK,625,C,41P,P1P,1,0,
3795505610,A330,PEK,785,BY,43L,LD3,1,0,
3795505610,A330,PEK,1135,C,11P,P6P,1,0,
3795505610,A330,PEK,1135,C,12P,P6P,1,0,
3795505610,A330,PEK,1135,C,21P,P6P,1,0,
3795505610,A330,PEK,1135,C,22P,P6P,1,0,
3795505610,A330,PEK,1135,C,24P,P6P,1,0,
3795505610,A330,PEK,1135,C,23P,P6P,1,0,
3795505610,A330,PEK,1135,C,32P,P6P,1,0,
3795505610,A330,PEK,625,C,33P,P1P,1,0,
3796753417,A319,CTU,890,C,4H,,1,0,
3796753417,A319,CTU,20,C,5H,,1,0,
3796753417,A319,CTU,200,T,1H,,1,0,
3796753417,A319,CTU,900,BY,1H,,1,0,
3796753534,A319,CTU,800,BY,4H,,1,0,
3796753534,A319,CTU,910,C,1H,,1,0,
3796753534,A319,CTU,93,BY,4H,,1,0,
3795498644,A319,MIG,829,BY,1H,,1,0,
3795498644,A319,MIG,60,T,1H,,1,0,
3796003272,A319,LXA,641,BY,1H,,1,0,
3796003272,A319,LXA,242,C,5H,,1,0,
3796003272,A319,LXA,936,C,4H,,1,0,
3796003608,A321,LZO,709,BY,3H,,1,0,
3796003608,A321,LZO,39,T,3H,,1,0,
3796003608,A321,LZO,5,C,3H,,1,0,
3796632099,A321,CAN,413,BY,3H,,1,0,
3795539122,A321,YBP,426,BY,1H,,1,0,
3795539122,A321,YBP,761,C,3H,,1,0,
3795539122,A321,YBP,668,C,2H,,1,0,
3795539122,A321,YBP,243,C,5H,,1,0,
3796632602,A321,CAN,187,BY,4H,,1,0,
3796632602,A321,CAN,42,C,4H,,1,0,
3795537202,A320,XIC,1138,BY,1H,,1,0,
3795537202,A320,XIC,131,C,4H,,1,0,
3796632559,A320,CAN,85,B,1H,,1,0,
3796632559,A320,CAN,805,C,1H,,1,7,
3796632559,A320,CAN,950,C,3H,,1,8,
3796746462,A321,SYX,218,C,3H,,1,0,
3796746462,A321,SYX,977,B,4H,,1,0,
3796746462,A321,SYX,5,B,4H,,1,0,
3796746462,A321,SYX,387,B,1H,,1,0,
3795505768,A321,PEK,4,C,3H,,1,0,
3795505768,A321,PEK,459,BY,4H,,1,0,
3795491921,A320,JHG,184,B,4H,,1,0,
3795491921,A320,JHG,354,BY,1H,,1,0,
3795498699,A320,JHG,111,B,4H,,1,0,
3795498699,A320,MIG,323,B,1H,,1,0,
3795498518,A320,MIG,226,BY,3H,,1,0,
3795498518,A320,PEK,427,BY,1H,,1,0,
3795498518,A320,PEK,79,C,1H,,1,0,
3795505529,A320,PEK,427,BY,1H,,1,0,
3795505529,A320,PEK,79,C,1H,,1,0,
3795505529,A320,PEK,357,BY,3H,,1,0,
3795505529,A320,PEK,9,BY,3H,,1,0,
3795533899,A319,URC,262,C,4H,,1,0,
3795533899,A319,URC,162,B,1H,,1,0,
3795506474,A319,PEK,800,BY,4H,,1,0,
3795540707,A320,ZHY,233,B,4H,,1,0,
3795540707,A320,KMG,290,C,1H,,1,0,
3795540707,A320,KMG,409,B,3H,,1,0,
3795493767,A320,KMG,290,C,1H,,1,0,
3795493767,A320,KMG,409,B,3H,,1,0,
3795493767,A320,KMG,10,BY,3H,,1,0,
3795493767,A320,KMG,300,BY,3H,,1,0,
3795540627,A320,ZHY,289,BY,3H,,1,0,
