FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3800657000,A320,SIN,513,BY,41,,1,0,
3800657000,A320,SIN,642,BY,11,,1,0,
3800657000,A320,SIN,220,C,52,,1,0,
3800657000,A320,SIN,440,C,12,,1,0,
3800657000,A320,SIN,440,C,13,,1,0,
3800657000,A320,SIN,220,C,53,,1,0,
3800657000,A320,SIN,578,BY,32,,1,0,
3800657000,A320,SIN,578,BY,31,,1,0,
3800657000,A320,SIN,105,BY,51,,1,0,
3800657000,A320,SIN,513,BY,42,,1,0,
3801184896,A320,TSN,891,BY,3H,,1,0,
3801184896,A320,TSN,87,M,1H,,1,0,
3801184896,A320,TSN,236,C,1H,,1,0,
3800684791,A350,LAX,1921,C,24P,P6P,1,0,
3800684791,A350,LAX,2123,C,32P,P6P,1,0,
3800684791,A350,LAX,2057,C,31P,P6P,1,0,
3800684791,A350,LAX,461,BY,45R,LD3,1,0,
3800684791,A350,LAX,453,BY,45L,LD3,1,0,
3800684791,A350,LAX,453,BY,44L,LD3,1,0,
3800684791,A350,LAX,453,BY,44R,LD3,1,0,
3800684791,A350,LAX,453,BY,43L,LD3,1,0,
3800684791,A350,LAX,453,BY,43R,LD3,1,0,
3800684791,A350,LAX,453,BY,42L,LD3,1,0,
3800684791,A350,LAX,453,BY,42R,LD3,1,0,
3800684791,A350,LAX,453,BY,41L,LD3,1,0,
3800684791,A350,LAX,453,BY,41R,LD3,1,0,
3800684791,A350,LAX,453,BY,15L,LD3,1,0,
3800684791,A350,LAX,453,BY,15R,LD3,1,0,
3800684791,A350,LAX,453,BY,14L,LD3,1,0,
3800684791,A350,LAX,453,BY,14R,LD3,1,0,
3800684791,A350,LAX,1900,C,23P,P6P,1,0,
3800684791,A350,LAX,3,C,51,BULK,1,0,
3800684791,A350,LAX,1420,M,21P,P6P,1,0,
3800684791,A350,LAX,1541,M,22P,P6P,1,0,
3800684791,A350,LAX,488,M,51,BULK,1,0,
3801192971,A320,LXA,1010,BY,1H,,1,0,
3801192971,A320,LXA,330,C,3H,,1,0,
3801192971,A320,LXA,200,C,4H,,1,0,
