FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3841726585,A320,SIN,529,BY,31,,1,0,
3841726585,A320,SIN,16,T,53,,1,0,
3841726585,A320,SIN,344,BY,41,,1,0,
3841726585,A320,SIN,433,C,12,,1,0,
3841726585,A320,SIN,433,C,13,,1,0,
3841726585,A320,SIN,529,BY,32,,1,0,
3841726585,A320,SIN,344,BY,42,,1,0,
3841726585,A320,SIN,432,C,11,,1,0,
3841726671,A320,SIN,363,BY,42,,1,0,
3841726671,A320,SIN,520,BY,32,,1,0,
3841726671,A320,SIN,520,BY,31,,1,0,
3841726671,A320,SIN,89,BY,51,,1,0,
3842273736,A320,LZO,600,BY,1H,,1,0,
3842273736,A320,LZO,100,C,3H,,1,0,
3842876404,A320,CAN,95,BY,3H,,1,0,
3842876404,A320,CAN,616,BY,3H,,1,0,
3841796923,A320,YBP,578,BY,1H,,1,0,
3841796923,A320,YBP,9,BY,4H,,1,0,
3841796923,A320,YBP,540,C,1H,,1,0,
3841796923,A320,YBP,686,C,3H,,1,0,
3841796923,A320,YBP,199,C,4H,,1,0,
3842876697,A320,CAN,104,BY,4H,,1,0,
3842876697,A320,CAN,500,BY,4H,,1,0,
3842876697,A320,CAN,420,C,1H,,1,0,
3842207297,A320,HRB,97,C,3H,,1,0,
3842207297,A320,HRB,367,B,1H,,1,0,
3841763523,A320,PEK,539,BY,1H,,1,0,
3842988978,A320,SYX,59,C,1H,,1,0,
3842988978,A320,SYX,316,B,1H,,1,0,
3841763672,A320,PEK,40,C,1H,,1,0,
3841763672,A320,PEK,650,C,3H,,1,0,
3841763672,A320,PEK,773,C,1H,,1,0,
3841763672,A320,PEK,221,C,1H,,1,0,
3841763672,A320,PEK,776,BY,4H,,1,0,
3841752549,A320,JHG,156,B,4H,,1,0,
3841752549,A320,JHG,529,BY,4H,,1,0,
3841752549,A320,JHG,2386,C,1H,,1,0,
3841757874,A320,MIG,482,C,3H,,1,0,
3841757874,A320,MIG,305,C,1H,,1,0,
3841757874,A320,MIG,374,B,1H,,1,0,
3841757874,A320,JHG,156,B,4H,,1,0,
3841757768,A320,MIG,524,BY,4H,,1,0,
3841757768,A320,PEK,48,BY,3H,,1,0,
3841757768,A320,PEK,391,C,1H,,1,0,
3841757768,A320,PEK,587,C,1H,,1,0,
3841757768,A320,PEK,528,C,1H,,1,0,
3841763565,A320,PEK,391,C,1H,,1,0,
3841763565,A320,PEK,587,C,1H,,1,0,
3841763565,A320,PEK,528,C,1H,,1,0,
3841763565,A320,PEK,83,BY,3H,,1,0,
3841763565,A320,PEK,75,BY,3H,,1,0,
3841763565,A320,PEK,95,C,3H,,1,0,
3841791465,A320,URC,218,C,3H,,1,0,
3841791465,A320,URC,416,B,1H,,1,0,
3841764368,A320,PEK,13,C,3H,,1,0,
3841764368,A320,PEK,208,BY,3H,,1,0,
3841764368,A320,PEK,700,BY,1H,,1,0,
3841764368,A320,PEK,9,T,3H,,1,0,
3842876325,A321,CAN,536,C,2H,,1,0,
3842876325,A321,CAN,380,C,5H,,1,0,
3842876325,A321,CAN,240,M,2H,,1,0,
3842876325,A321,CAN,1173,B,3H,,1,0,
3841749657,A321,HGH,448,BY,4H,,1,0,
3841749657,A321,HGH,287,M,3H,,1,0,
3841749657,A321,HGH,400,C,3H,,1,0,
3841749657,A321,HGH,353,M,2H,,1,0,
3841749657,A321,HGH,269,M,2H,,1,0,
3841749657,A321,HGH,110,C,1H,,1,0,
3842207232,A320,HRB,34,C,1H,,1,0,
3842207232,A320,HRB,955,B,1H,,1,0,
3841750619,A320,HGH,390,C,4H,,1,4,
3841750619,A320,HGH,386,C,3H,,1,4,
3841750619,A320,HGH,24,M,3H,,1,4,
3841750619,A320,HGH,621,BY,1H,,1,0,
3841798373,A320,ZAT,280,B,3H,,1,0,
3842206078,A320,HGH,1106,C,1H,,1,0,
3842206078,A320,HGH,47,BY,4H,,1,0,
3842206078,A320,HGH,630,C,3H,,1,0,
3842207257,A320,HRB,570,C,3H,,1,0,
3842207257,A320,HRB,962,B,1H,,1,0,
3842207257,A320,HRB,36,B,4H,,1,0,
3841750682,A320,HGH,478,C,4H,,1,4,
3841750682,A320,HGH,533,C,3H,,1,5,
3841750682,A320,HGH,1370,BY,1H,,1,0,
3842273764,A321,LZO,460,C,3H,,1,0,
3842273764,A321,LZO,420,C,3H,,1,0,
3842273764,A321,LZO,406,C,2H,,1,0,
3842273764,A321,LZO,286,C,5H,,1,0,
3842273764,A321,LZO,84,C,2H,,1,0,
3842273764,A321,LZO,296,B,4H,,1,0,
3841750829,A321,HGH,450,BY,3H,,1,0,
3841750829,A321,HGH,10,BY,3H,,1,0,
3841797072,A319,YBP,166,B,4H,,1,0,
3841797072,A319,YBP,422,C,4H,,1,0,
3841797072,A319,JHG,240,B,1H,,1,0,
3841797072,A319,JHG,7,B,1H,,1,0,
3843024762,A319,JHG,7,B,1H,,1,0,
3843024762,A319,JHG,240,B,1H,,1,0,
3843024762,A319,JHG,295,BY,4H,,1,0,
3841797142,A319,YBP,334,BY,4H,,1,0,
