FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3870893794,A320,SIN,341,BY,52,,1,0,
3870893794,A320,SIN,341,BY,53,,1,0,
3870893794,A320,SIN,652,C,11,,1,0,
3870893794,A320,SIN,651,C,13,,1,0,
3870893794,A320,SIN,651,C,12,,1,0,
3870893794,A320,SIN,683,BY,31,,1,0,
3870893794,A320,SIN,683,BY,32,,1,0,
3870893794,A320,SIN,522,BY,41,,1,0,
3870893794,A320,SIN,522,BY,42,,1,0,
3870893937,A320,SIN,214,BY,41,,1,0,
3870893937,A320,SIN,600,BY,42,,1,0,
3870893937,A320,SIN,600,BY,32,,1,0,
3870893937,A320,SIN,600,BY,31,,1,0,
3870893937,A320,SIN,65,BY,52,,1,0,
3870915786,A320,LZO,687,BY,1H,,1,0,
3870897968,A320,CAN,367,BY,1H,,1,0,
3870897968,A320,CAN,31,C,1H,,1,0,
3870943712,A320,YBP,576,BY,4H,,1,0,
3870943712,A320,YBP,5,BY,4H,,1,0,
3870943712,A320,YBP,1043,C,1H,,1,0,
3870898720,A320,CAN,205,BY,1H,,1,0,
3870915434,A320,HRB,1111,B,1H,,1,0,
3870915434,A320,HRB,277,B,1H,,1,0,
3870915434,A320,HRB,174,C,3H,,1,0,
3870922166,A320,PEK,145,BY,3H,,1,0,
3870922166,A320,PEK,145,BY,1H,,1,0,
3870929178,A320,SYX,104,C,3H,,1,0,
3870929178,A320,SYX,358,B,1H,,1,0,
3870922405,A320,PEK,688,C,1H,,1,0,
3870922405,A320,PEK,748,C,1H,,1,0,
3870922405,A320,PEK,541,C,5H,,1,0,
3870922405,A320,PEK,970,BY,3H,,1,0,
3870922405,A320,PEK,29,T,3H,,1,0,
3870918429,A320,JHG,156,C,3H,,1,0,
3870918429,A320,JHG,412,B,4H,,1,0,
3870918429,A320,JHG,118,BY,1H,,1,0,
3870917482,A320,MIG,384,C,1H,,1,0,
3870917482,A320,JHG,156,C,3H,,1,0,
3870917482,A320,MIG,216,B,1H,,1,0,
3870917482,A320,JHG,211,B,4H,,1,0,
3870917413,A320,MIG,492,BY,1H,,1,0,
3870917413,A320,PEK,515,BY,3H,,1,0,
3870922332,A320,PEK,515,BY,3H,,1,0,
3870922332,A320,PEK,153,BY,1H,,1,0,
3870940119,A320,URC,206,C,1H,,1,0,
3870940119,A320,URC,184,C,3H,,1,0,
3870940119,A320,URC,569,B,1H,,1,0,
3870923439,A320,PEK,200,BY,3H,,1,0,
3870923439,A320,PEK,10,T,1H,,1,0,
3870923439,A320,PEK,879,BY,1H,,1,0,
3870897681,A321,CAN,558,C,3H,,1,0,
3870897681,A321,CAN,524,C,3H,,1,0,
3870897681,A321,CAN,512,C,2H,,1,0,
3870897681,A321,CAN,388,C,2H,,1,0,
3870897681,A321,CAN,382,C,5H,,1,0,
3870897681,A321,CAN,777,B,4H,,1,0,
3870897681,A321,CAN,35,B,4H,,1,0,
3870897681,A321,CAN,29,B,4H,,1,0,
3870911836,A321,HGH,700,BY,4H,,1,0,
3870911836,A321,HGH,175,BY,4H,,1,0,
3870911836,A321,HGH,235,M,5H,,1,0,
3870911836,A321,HGH,847,M,3H,,1,0,
3870911836,A321,HGH,886,C,2H,,1,0,
3870911836,A321,HGH,510,C,1H,,1,0,
3870915202,A320,HRB,182,C,5H,,1,0,
3870915202,A320,HRB,1254,B,1H,,1,0,
3870912893,A320,HGH,535,C,1H,,1,4,
3870912893,A320,HGH,435,C,1H,,1,4,
3870912893,A320,HGH,251,C,5H,,1,3,
3870912893,A320,HGH,90,M,1H,,1,2,
3870912893,A320,HGH,210,BY,4H,,1,0,
3870912893,A320,HGH,211,BY,3H,,1,0,
3870944279,A320,ZAT,146,B,1H,,1,0,
3870913719,A320,HGH,377,BY,4H,,1,0,
3870913719,A320,HGH,836,C,1H,,1,0,
3870913719,A320,HGH,517,C,3H,,1,0,
3870915271,A320,HRB,310,C,3H,,1,0,
3870915271,A320,HRB,999,B,1H,,1,0,
3870915271,A320,HRB,94,B,1H,,1,0,
3870912954,A320,HGH,376,C,1H,,1,5,
3870912954,A320,HGH,156,C,3H,,1,2,
3870912954,A320,HGH,670,BY,3H,,1,0,
3870912954,A320,HGH,671,BY,1H,,1,0,
3870915824,A321,LZO,582,C,3H,,1,0,
3870915824,A321,LZO,554,C,2H,,1,0,
3870915824,A321,LZO,348,C,3H,,1,0,
3870915824,A321,LZO,12,C,2H,,1,0,
3870915824,A321,LZO,403,B,4H,,1,0,
3870913126,A321,HGH,249,BY,1H,,1,0,
3870913126,A321,HGH,1508,C,4H,,1,0,
3870913126,A321,HGH,1157,C,2H,,1,0,
3870943797,A319,YBP,36,C,1H,,1,0,
3870943797,A319,YBP,70,B,4H,,1,0,
3870943797,A319,JHG,7,B,5H,,1,0,
3870943797,A319,YBP,484,C,1H,,1,0,
3870919045,A319,JHG,157,B,5H,,1,0,
3870919045,A319,JHG,162,BY,1H,,1,0,
3870943851,A319,YBP,454,BY,4H,,1,0,
3870943851,A319,HGH,660,C,1H,,1,0,
3870943851,A319,HGH,570,C,1H,,1,0,
3870943851,A319,HGH,575,C,4H,,1,0,
3870943851,A319,HGH,94,BY,5H,,1,0,
3870913579,A319,HGH,570,C,1H,,1,0,
3870913579,A319,HGH,660,C,1H,,1,0,
3870913579,A319,HGH,575,C,4H,,1,0,
3870913579,A319,HGH,94,BY,5H,,1,0,
3870913579,A319,HGH,135,BY,4H,,1,0,
3870913055,A320,LHW,355,B,1H,,1,0,
3870913055,A320,LHW,8,C,1H,,1,0,
3870913055,A320,DNH,10,B,3H,,1,0,
3870907452,A320,DNH,60,B,3H,,1,0,
3870907452,A320,DNH,214,BY,1H,,1,0,
3870912974,A320,LHW,0,BY,1H,,1,0,
3870912974,A320,HGH,0,BY,3H,,1,0,
3870912974,A320,LHW,14,T,1H,,1,0,
3870913029,A320,HGH,120,C,1H,,1,0,
3870913029,A320,HGH,331,M,1H,,1,0,
3870913029,A320,HGH,135,BY,4H,,1,0,
3870913029,A320,HGH,22,BY,3H,,1,0,
3870913935,A319,LXA,186,B,4H,,1,0,
3870913935,A319,LXA,88,C,1H,,1,0.53,
3870913935,A319,LXA,95,B,1H,,1,0,
3870913935,A319,LXA,462,C,1H,,1,0,
3870913935,A319,LXA,8,C,5H,,1,0,
3870913935,A319,LXA,210,M,5H,,1,0,
3870902796,A319,CKG,332,C,4H,,1,0,
3870902796,A319,LXA,462,C,1H,,1,0,
