FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3807606360,A320,SIN,315,BY,12,,1,0,
3807606360,A320,SIN,55,T,51,,1,0,
3807606360,A320,SIN,315,BY,11,,1,0,
3807606360,A320,SIN,464,BY,31,,1,0,
3807606360,A320,SIN,464,BY,32,,1,0,
3807606360,A320,SIN,315,BY,13,,1,0,
3807606360,A320,SIN,264,BY,41,,1,0,
3807606360,A320,SIN,264,BY,42,,1,0,
3807659751,A330,LXA,585,BY,11L,LD3,1,0,
3807659751,A330,TFU,1085,M,12L,LD3,1,0,
3807659751,A330,TFU,585,BY,12R,LD3,1,0,
3807659751,A330,TFU,585,BY,11R,LD3,1,0,
3807659751,A330,TFU,4000,C,32P,P1P,1,0,
3807659751,A330,TFU,4000,C,41P,P6P,1,0,
3807659751,A330,TFU,4000,C,42P,P6P,1,0,
3807659751,A330,TFU,2000,C,23P,P6P,1,0,
3807659751,A330,TFU,4000,C,22P,P6P,1,0,
3807659751,A330,TFU,4000,C,31P,P6P,1,0,
3807659751,A330,LXA,14,BY,53,BULK,1,0,
3807644927,A319,PEK,1700,C,1H,,1,0,
3807644927,A319,PEK,2000,C,4H,,1,0,
3807644927,A319,PEK,1000,C,5H,,1,0,
3807639351,A319,MIG,802,BY,1H,,1,0,
3807639351,A319,MIG,17,T,1H,,1,0,
3808140613,A319,LXA,752,BY,1H,,1,0,
3808140613,A319,LXA,286,C,4H,,1,0,
3808140613,A319,LXA,406,C,5H,,1,0,
3808140613,A319,LXA,258,C,1H,,1,0,
3808140613,A319,LXA,544,C,4H,,1,0,
3808140613,A319,LXA,542,C,4H,,1,0,
3808141127,A321,LZO,830,BY,3H,,1,0,
3808141127,A321,LZO,276,C,1H,,1,0,
3808751620,A321,CAN,1047,BY,3H,,1,0,
3808751620,A321,CAN,60,C,3H,,1,0,
3807679817,A321,YBP,555,BY,4H,,1,0,
3807679817,A321,YBP,618,C,2H,,1,0,
3807679817,A321,YBP,646,C,3H,,1,0,
3807679817,A321,YBP,359,C,3H,,1,0,
3808752300,A321,CAN,241,BY,4H,,1,0,
3808752300,A321,CAN,140,C,3H,,1,0,
3807677753,A320,XIC,1425,BY,1H,,1,0,
3808752249,A320,CAN,54,B,1H,,1,0,
3808864381,A321,SYX,40,C,3H,,1,0,
3808864381,A321,SYX,787,B,4H,,1,0,
3808864381,A321,SYX,329,B,3H,,1,0,
3807646303,A321,PEK,770,BY,4H,,1,0,
3807646303,A321,PEK,1247,C,3H,,1,0,
3807673540,A319,URC,25,C,4H,,1,0,
3807673540,A319,URC,12,C,4H,,1,0,
3807673540,A319,URC,316,B,1H,,1,0,
3807646950,A319,PEK,200,BY,4H,,1,0,
3807646950,A319,PEK,811,BY,1H,,1,0,
3807681538,A320,ZHY,66,B,4H,,1,0,
3807681538,A320,KMG,227,C,1H,,1,0,
3807681538,A320,KMG,102,B,1H,,1,0,
3807633411,A320,KMG,663,B,1H,,1,0,
3807633411,A320,KMG,227,C,1H,,1,0,
3807633411,A320,KMG,357,BY,4H,,1,0,
3807633411,A320,KMG,753,C,3H,,1,1,
3807681444,A320,ZHY,340,BY,4H,,1,0,
3807681444,A320,PEK,1295,C,1H,,1,0,
3807681444,A320,PEK,225,BY,3H,,1,0,
3807647248,A320,PEK,1295,C,1H,,1,0,
3807647248,A320,PEK,349,BY,3H,,1,0,
3807647248,A320,PEK,15,T,4H,,1,0,
3807647248,A320,PEK,197,BY,4H,,1,0,
3808751373,A321,CAN,420,C,3H,,1,0,
3808751373,A321,CAN,408,C,2H,,1,0,
3808751373,A321,CAN,306,C,3H,,1,0,
3808751373,A321,CAN,706,B,4H,,1,0,
3807627189,A321,HGH,357,BY,4H,,1,0,
3807627189,A321,HGH,134,M,3H,,1,0,
3808751487,A321,CAN,336,C,5H,,1,0,
3808751487,A321,CAN,329,B,4H,,1,0,
3807627268,A321,HGH,456,BY,4H,,1,0,
3807627268,A321,HGH,245,C,3H,,1,0,
3808075922,A320,HRB,384,C,3H,,1,0,
3808075922,A320,HRB,4,C,3H,,1,0,
3808075922,A320,HRB,1028,B,1H,,1,0,
3807628499,A320,HGH,440,C,3H,,1,4,
3807628499,A320,HGH,425,C,3H,,1,4,
3807628499,A320,HGH,31,M,5H,,1,1,
3807628499,A320,HGH,572,BY,1H,,1,0,
3807631861,A321,KMG,528,C,3H,,1,0,
3807631861,A321,KMG,64,C,3H,,1,0,
3807631861,A321,KMG,359,B,3H,,1,0,
3807631861,A321,KMG,719,B,4H,,1,0,
3807628565,A321,HGH,310,C,1H,,1,0,
3807628565,A321,HGH,1131,C,2H,,1,0,
3807628565,A321,HGH,1332,C,3H,,1,0,
3807628565,A321,HGH,264,C,5H,,1,0,
3807628565,A321,HGH,1037,BY,4H,,1,0,
3807681160,A320,ZAT,302,B,3H,,1,0,
3808074960,A320,HGH,27,BY,4H,,1,0,
3808074960,A320,HGH,1090,C,1H,,1,0,
3807639220,A320,MIG,451,B,4H,,1,0,
3807639220,A320,URC,730,C,1H,,1,0,
3807639220,A320,URC,546,C,1H,,1,0,
3807639220,A320,URC,322,M,3H,,1,0,
3807639220,A320,URC,304,B,3H,,1,0,
3807673471,A320,URC,546,C,1H,,1,0,
3807673471,A320,URC,730,C,1H,,1,0,
3807673471,A320,URC,322,M,3H,,1,0,
3807673471,A320,URC,533,B,3H,,1,0,
3807673471,A320,URC,38,BY,4H,,1,0,
3808074799,A320,HGH,120,C,1H,,1,0,
3808074799,A320,HGH,115,C,1H,,1,0,
3808074799,A320,HGH,241,BY,1H,,1,0,
3808074799,A320,HGH,45,BY,1H,,1,0,
3807639453,A320,MIG,800,BY,3H,,1,0,
3807639453,A320,HGH,300,BY,1H,,1,0,
3807639453,A320,HGH,120,C,1H,,1,0,
3807639453,A320,HGH,115,C,1H,,1,0,
3808141160,A319,LZO,608,C,1H,,1,0,
3808141160,A319,LZO,590,C,4H,,1,0,
3808141160,A319,LZO,328,C,5H,,1,0,
