FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3890582473,A320,SIN,341,BY,41,,1,0,
3890582473,A320,SIN,588,BY,42,,1,0,
3890582473,A320,SIN,109,BY,51,,1,0,
3890582473,A320,SIN,588,BY,32,,1,0,
3890582473,A320,SIN,588,BY,31,,1,0,
3890582517,A321,CTU,500,C,5H,,1,0,
3890582517,A321,CTU,700,C,1H,,1,0,
3890582517,A321,CTU,1500,C,2H,,1,0,
3890582517,A321,CTU,1500,C,3H,,1,0,
3890582517,A321,CTU,700,BY,4H,,1,0,
3890582617,A350,PEK,2115,C,42P,P6P,1,0,
3890582617,A350,PEK,615,C,23P,P6P,1,0,
3890582617,A350,PEK,1115,C,32P,P6P,1,0,
3890582617,A350,PEK,3115,C,43P,P6P,1,0,
3890582617,A350,PEK,1115,C,31P,P6P,1,0,
3890582617,A350,PEK,2115,C,41P,P6P,1,0,
3890582617,A350,PEK,615,C,22P,P6P,1,0,
3890582617,A350,PEK,615,C,21P,P6P,1,0,
3890582617,A350,PEK,1115,C,24P,P6P,1,0,
3890582617,A350,PEK,615,C,11P,P6P,1,0,
3890582617,A350,PEK,556,C,13P,P1P,1,0,
3890582617,A350,PEK,711,B,13R,LD3,1,0,
3890582617,A350,PEK,785,B,13L,LD3,1,0,
3890582873,A320,LZO,639,BY,1H,,1,0,
3890582911,A320,CAN,244,BY,1H,,1,0,
3890582932,A320,YBP,700,BY,1H,,1,0,
3890582932,A320,YBP,23,BY,1H,,1,0,
3890582932,A320,YBP,572,C,3H,,1,0,
3890582988,A320,CAN,154,BY,1H,,1,0,
3890583095,A320,HRB,96,C,3H,,1,0,
3890583095,A320,HRB,247,B,1H,,1,0,
3890583241,A320,PEK,31,C,4H,,1,0,
3890583241,A320,PEK,265,B,3H,,1,0,
3890583241,A320,PEK,266,B,1H,,1,0,
3890583282,A320,SYX,708,C,3H,,1,0,
3890583282,A320,SYX,251,B,1H,,1,0,
3890583363,A320,PEK,555,C,3H,,1,0,
3890583363,A320,PEK,782,C,1H,,1,0,
3890583363,A320,PEK,675,C,1H,,1,0,
3890583363,A320,PEK,772,BY,4H,,1,0,
3890583475,A320,JHG,334,B,4H,,1,0,
3890583475,A320,JHG,135,BY,4H,,1,0,
3890583521,A320,MIG,276,C,1H,,1,0,
3890583521,A320,MIG,258,B,1H,,1,0,
3890583521,A320,JHG,105,B,4H,,1,0,
3890583607,A320,MIG,337,BY,3H,,1,0,
3890583607,A320,PEK,216,BY,1H,,1,0,
3890583607,A320,PEK,57,C,1H,,1,0,
3890583723,A320,PEK,57,C,1H,,1,0,
3890583723,A320,PEK,356,BY,1H,,1,0,
3890583723,A320,PEK,335,BY,3H,,1,0,
3890583723,A320,PEK,65,BY,3H,,1,0,
3890583782,A320,URC,51,C,1H,,1,0,
3890583782,A320,URC,587,C,3H,,1,0,
3890583782,A320,URC,243,B,1H,,1,0,
3890583892,A320,PEK,300,BY,3H,,1,0,
3890583892,A320,PEK,45,T,1H,,1,0,
3890583892,A320,PEK,779,BY,1H,,1,0,
3890584035,A321,CAN,562,C,3H,,1,0,
3890584035,A321,CAN,516,C,3H,,1,0,
3890584035,A321,CAN,498,C,2H,,1,0,
3890584035,A321,CAN,464,C,2H,,1,0,
3890584035,A321,CAN,402,C,5H,,1,0,
3890584035,A321,CAN,166,C,1H,,1,0,
3890584035,A321,CAN,666,B,4H,,1,0,
3890584035,A321,CAN,134,B,4H,,1,0,
3890584212,A321,HGH,800,BY,4H,,1,0,
3890584212,A321,HGH,63,BY,4H,,1,0,
3890584212,A321,HGH,337,M,2H,,1,0,
3890584212,A321,HGH,985,C,3H,,1,0,
3890584212,A321,HGH,292,C,5H,,1,0,
3890584305,A320,CAN,574,C,1H,,1,0,
3890584305,A320,CAN,548,C,1H,,1,0,
3890584305,A320,CAN,534,C,3H,,1,0,
3890584305,A320,CAN,456,C,5H,,1,0,
3890584305,A320,CAN,391,B,4H,,1,0,
3890584305,A320,CAN,392,B,3H,,1,0,
3890584305,A320,CAN,370,C,4H,,1,0,
3890584427,A320,HGH,435,BY,1H,,1,0,
3890584427,A320,HGH,450,M,3H,,1,0,
3890584427,A320,HGH,182,M,5H,,1,0,
3890584427,A320,HGH,313,M,4H,,1,0,
3890584486,A320,HRB,276,C,3H,,1,0,
3890584486,A320,HRB,16,C,3H,,1,0,
3890584486,A320,HRB,10,C,3H,,1,0,
3890584486,A320,HRB,1133,B,1H,,1,0,
3890584486,A320,HRB,4,B,4H,,1,0,
3890584706,A320,HGH,520,C,3H,,1,4,
3890584706,A320,HGH,358,C,4H,,1,4,
3890584706,A320,HGH,140,C,5H,,1,2,
3890584706,A320,HGH,108,M,5H,,1,1,
3890584706,A320,HGH,644,B,1H,,1,0,
3890584706,A320,HGH,3,EC,1H,,1,0,
3890584822,A320,ZAT,409,B,4H,,1,0,
3890584866,A320,HGH,132,BY,3H,,1,0,
3890584866,A320,HGH,290,C,1H,,1,0,
3890584866,A320,HGH,64,C,1H,,1,0,
3890584866,A320,HGH,324,C,1H,,1,0,
3890584963,A320,HRB,646,C,1H,,1,0,
3890584963,A320,HRB,250,C,3H,,1,0,
3890584963,A320,HRB,548,B,4H,,1,0,
3890585065,A320,HGH,360,C,3H,,1,4,
3890585065,A320,HGH,1012,B,1H,,1,0,
3890585104,A320,LZO,560,C,3H,,1,0,
3890585104,A320,LZO,460,C,1H,,1,0,
3890585104,A320,LZO,446,C,1H,,1,0,
3890585104,A320,LZO,414,C,5H,,1,0,
3890585104,A320,LZO,555,B,4H,,1,0,
3890585104,A320,LZO,211,B,4H,,1,0,
3890585104,A320,LZO,6,B,4H,,1,0,
3890585218,A320,HGH,19,BY,1H,,1,0,
3890585268,A320,JHG,6,C,5H,,1,0,
3890585268,A320,YBP,892,C,1H,,1,0,
3890585268,A320,YBP,814,C,1H,,1,0,
3890585268,A320,YBP,454,B,3H,,1,0,
3890585268,A320,JHG,64,B,5H,,1,0,
3890585268,A320,YBP,13,B,3H,,1,0,
3890585457,A320,JHG,6,C,5H,,1,0,
3890585457,A320,JHG,72,B,5H,,1,0,
3890585457,A320,JHG,111,BY,4H,,1,0,
3890585628,A320,YBP,93,BY,4H,,1,0,
3890585628,A320,HGH,36,BY,3H,,1,0,
3890585628,A320,HGH,741,C,1H,,1,0,
3890585628,A320,HGH,849,C,1H,,1,0,
3890585628,A320,HGH,693,C,5H,,1,0,
3890585628,A320,HGH,568,C,1H,,1,0,
3890585628,A320,HGH,774,C,3H,,1,0,
3890585754,A320,HGH,153,BY,4H,,1,0,
3890585754,A320,HGH,741,C,1H,,1,0,
3890585754,A320,HGH,849,C,1H,,1,0,
3890585754,A320,HGH,568,C,1H,,1,0,
3890585754,A320,HGH,774,C,3H,,1,0,
3890585754,A320,HGH,367,BY,3H,,1,0,
3890585754,A320,HGH,693,C,5H,,1,0,
3890585989,A319,LHW,734,B,1H,,1,0,
3890585989,A319,LHW,6,C,4H,,1,0,
3890585989,A319,DNH,63,B,5H,,1,0,
3890585989,A319,LHW,6,B,4H,,1,0,
3890586078,A319,DNH,63,B,5H,,1,0,
3890586078,A319,DNH,455,BY,1H,,1,0,
3890586145,A319,LHW,0,BY,1H,,1,0,
3890586145,A319,HGH,0,BY,4H,,1,0,
3890586145,A319,LHW,26,T,1H,,1,0,
3890586218,A319,HGH,177,C,1H,,1,0,
3890586218,A319,HGH,670,M,1H,,1,0,
3890586218,A319,HGH,349,BY,5H,,1,0,
3890586218,A319,HGH,105,BY,4H,,1,0,
3890586218,A319,HGH,1173,M,4H,,1,0,
3890586312,A319,LXA,206,B,4H,,1,0,
3890586312,A319,LXA,378,C,1H,,1,0,
3890586312,A319,LXA,151,B,1H,,1,0,
3890586312,A319,LXA,218,M,5H,,1,0,
3890586460,A319,CKG,192,C,4H,,1,0,
3890586460,A319,LXA,378,C,1H,,1,0,
3890586460,A319,LXA,218,M,5H,,1,0,
3890586460,A319,CKG,710,B,4H,,1,0,
3890586460,A319,LXA,151,B,1H,,1,0,
3890586574,A319,HGH,134,C,1H,,1,0,
3890586574,A319,HGH,424,C,4H,,1,0,
3890586574,A319,HGH,194,B,1H,,1,0,
3890586574,A319,HGH,399,BY,4H,,1,0,
3890586692,A319,CKG,342,BY,1H,,1,0,
3890586692,A319,HGH,399,BY,4H,,1,0,
3890586692,A319,CKG,277,T,1H,,1,0,
3890586746,A321,CGQ,1030,B,3H,,1,0,
3890586803,A321,HGH,1386,BY,3H,,1,0,
3890586803,A321,HGH,273,BY,3H,,1,0,
3890586855,A320,NNG,760,C,1H,,1,0,
3890586855,A320,NNG,650,C,1H,,1,0,
3890586855,A320,NNG,470,C,3H,,1,0,
3890586855,A320,NNG,226,C,3H,,1,0,
3890586855,A320,NNG,76,M,5H,,1,0,
3890586855,A320,NNG,811,B,4H,,1,0,
3890586855,A320,NNG,96,B,4H,,1,0,
3890586955,A320,HGH,330,C,3H,,1,4,
