FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3744617311,A320,SIN,177,BY,41,,1,0,
3744617311,A320,SIN,177,BY,42,,1,0,
3744617332,A320,SIN,560,BY,31,,1,0,
3744617332,A320,SIN,560,BY,32,,1,0,
3744617332,A320,SIN,242,BY,42,,1,0,
3744617332,A320,SIN,71,BY,52,,1,0,
3744677353,A320,TFU,380,EC,1H,,1,0,
3744677353,A320,TFU,280,EC,3H,,1,0,
3744677353,A320,TFU,280,EC,4H,,1,0,
3744662919,A320,RIZ,359,B,1H,,1,0,
3744662919,A320,DLC,490,B,4H,,1,0,
3744662919,A320,DLC,650,C,3H,,1,0,
3744662919,A320,DLC,350,M,3H,,1,0,
3744662919,A320,RIZ,1100,C,1H,,1,0,
3744656225,A320,NKG,679,BY,1H,,1,0,
3744640772,A320,DYG,205,BY,1H,,1,0,
3744654070,A319,MIG,941,BY,1H,,1,0,
3745179488,A319,LXA,188,BY,4H,,1,0,
3745179488,A319,LXA,583,C,1H,,1,0,
3744693833,A321,YBP,376,BY,4H,,1,0,
3744693833,A321,YBP,100,C,3H,,1,0,
3745791430,A321,CAN,554,BY,2H,,1,0,
3745791430,A321,CAN,305,C,2H,,1,0,
3744691380,A320,XIC,614,BY,1H,,1,0,
3744691380,A320,XIC,118,C,1H,,1,0,
3745791394,A320,CAN,0,B,1H,,1,0,
3744695931,A320,ZHY,43,B,4H,,1,0,
3744695931,A320,KMG,143,B,1H,,1,0,
3744650585,A320,KMG,333,B,1H,,1,0,
3744650585,A320,KMG,1058,C,1H,,1,3,
3744650585,A320,KMG,1182,C,3H,,1,3,
3744650585,A320,KMG,1183,C,1H,,1,3,
3744650585,A320,KMG,0,BY,4H,,1,0,
3744695510,A320,ZHY,318,C,4H,,1,0,
3744695510,A320,PEK,838,C,1H,,1,0,
3744695510,A320,PEK,769,C,3H,,1,0,
3744695510,A320,ZHY,110,BY,4H,,1,0,
3744695510,A320,PEK,655,BY,1H,,1,0,
3744695510,A320,PEK,138,C,5H,,1,0,
3744695510,A320,PEK,5,BY,4H,,1,0,
3744661083,A320,PEK,838,C,1H,,1,0,
3744661083,A320,PEK,655,BY,1H,,1,0,
