FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3855471527,A320,SIN,411,BY,11,,1,0,
3855471527,A320,SIN,26,T,52,,1,0,
3855471527,A320,SIN,543,BY,31,,1,0,
3855471527,A320,SIN,543,BY,32,,1,0,
3855471527,A320,SIN,411,BY,13,,1,0,
3855471527,A320,SIN,411,BY,12,,1,0,
3855471605,A320,SIN,423,BY,42,,1,0,
3855471605,A320,SIN,560,BY,31,,1,0,
3855471605,A320,SIN,560,BY,32,,1,0,
3855471605,A320,SIN,77,BY,52,,1,0,
3855493714,A319,LZY,380,BY,4H,,1,0,
3855492563,A320,LZO,781,BY,1H,,1,0,
3855475576,A320,CAN,239,BY,3H,,1,0,
3855517557,A320,YBP,505,BY,4H,,1,0,
3855517557,A320,YBP,1200,C,1H,,1,0,
3855517557,A320,YBP,500,C,3H,,1,0,
3855517557,A320,YBP,310,C,5H,,1,0,
3855476126,A320,CAN,411,BY,1H,,1,0,
3855492276,A320,HRB,119,C,3H,,1,0,
3855492276,A320,HRB,1081,B,1H,,1,0,
3855492276,A320,HRB,82,B,,,1,0,
3855498811,A320,PEK,402,BY,1H,,1,0,
3855504697,A320,SYX,45,C,1H,,1,0,
3855504697,A320,SYX,507,B,1H,,1,0,
3855499012,A320,PEK,644,C,3H,,1,0,
3855499012,A320,PEK,564,C,5H,,1,0,
3855499012,A320,PEK,767,C,1H,,1,0,
3855499012,A320,PEK,680,C,4H,,1,0,
3855499012,A320,PEK,313,C,3H,,1,0,
3855499012,A320,PEK,708,BY,1H,,1,0,
3855495254,A320,JHG,212,B,4H,,1,0,
3855495254,A320,JHG,600,BY,1H,,1,0,
3855495254,A320,JHG,31,BY,1H,,1,0,
3855495003,A320,MIG,69,C,3H,,1,0,
3855495003,A320,MIG,328,C,1H,,1,0,
3855495003,A320,MIG,210,C,3H,,1,0,
3855495003,A320,MIG,372,B,1H,,1,0,
3855495003,A320,JHG,119,B,4H,,1,0,
3855494870,A320,MIG,501,BY,4H,,1,0,
3855494870,A320,PEK,272,BY,1H,,1,0,
3855494870,A320,PEK,421,C,3H,,1,0,
3855494870,A320,PEK,678,C,1H,,1,0,
3855494870,A320,PEK,836,C,3H,,1,0,
3855494870,A320,PEK,466,C,1H,,1,0,
3855494870,A320,PEK,641,C,1H,,1,0,
3855498922,A320,PEK,354,BY,1H,,1,0,
3855498922,A320,PEK,678,C,1H,,1,0,
3855498922,A320,PEK,466,C,1H,,1,0,
3855498922,A320,PEK,641,C,1H,,1,0,
3855498922,A320,PEK,421,C,3H,,1,0,
3855498922,A320,PEK,108,BY,4H,,1,0,
3855498922,A320,PEK,836,C,3H,,1,0,
3855513901,A321,URC,175,C,2H,,1,0,
3855513901,A321,URC,33,C,2H,,1,0,
3855513901,A321,URC,441,B,3H,,1,0,
3855499630,A321,PEK,1020,BY,3H,,1,0,
3855499630,A321,PEK,211,T,3H,,1,0,
3855475162,A319,CAN,554,C,1H,,1,0,
3855475162,A319,CAN,232,C,4H,,1,0,
3855475162,A319,CAN,428,C,5H,,1,0,
3855475162,A319,CAN,733,B,4H,,1,0,
3855488289,A319,HGH,462,BY,1H,,1,0,
3855488289,A319,HGH,300,C,5H,,1,0,
3855488289,A319,HGH,624,M,4H,,1,0,
3855492022,A320,HRB,622,C,1H,,1,0,
3855492022,A320,HRB,522,C,3H,,1,0,
3855492022,A320,HRB,332,C,1H,,1,0,
3855492022,A320,HRB,155,C,5H,,1,0,
3855492022,A320,HRB,900,B,4H,,1,0,
3855492022,A320,HRB,25,B,4H,,1,0,
3855489354,A320,HGH,630,C,1H,,1,5,
3855489354,A320,HGH,560,C,1H,,1,5,
3855489354,A320,HGH,109,C,5H,,1,1,
3855489354,A320,HGH,67,M,5H,,1,1,
3855489354,A320,HGH,491,BY,3H,,1,0,
3855489354,A320,HGH,491,BY,4H,,1,0,
3855518340,A320,ZAT,275,B,3H,,1,0,
3855490323,A320,HGH,81,BY,4H,,1,0,
3855490323,A320,HGH,303,C,1H,,1,0,
3855490323,A320,HGH,700,C,1H,,1,0,
3855492121,A320,HRB,472,C,3H,,1,0,
3855492121,A320,HRB,1200,B,1H,,1,0,
3855492121,A320,HRB,71,B,1H,,1,0,
3855489416,A320,HGH,703,C,3H,,1,6,
3855489416,A320,HGH,102,C,1H,,1,2,
3855489416,A320,HGH,902,BY,1H,,1,0,
3855492611,A319,LZO,281,B,4H,,1,0,
3855489586,A319,HGH,65,BY,4H,,1,0,
3855517636,A320,YBP,500,B,4H,,1,0,
3855517636,A320,YBP,484,C,1H,,1,0,
3855517636,A320,YBP,464,C,1H,,1,0,
3855517636,A320,YBP,450,C,3H,,1,0,
3855517636,A320,YBP,184,C,3H,,1,0,
3855517636,A320,JHG,200,B,5H,,1,0,
3855517636,A320,YBP,113,B,4H,,1,0,
3855517636,A320,JHG,6,B,5H,,1,0,
3855495817,A320,JHG,200,B,5H,,1,0,
3855495817,A320,JHG,6,B,5H,,1,0,
3855495817,A320,JHG,400,BY,1H,,1,0,
3855495817,A320,JHG,60,BY,1H,,1,0,
3855517695,A320,YBP,215,BY,4H,,1,0,
3855517695,A320,HGH,142,BY,3H,,1,0,
3855517695,A320,HGH,492,C,1H,,1,0,
3855517695,A320,HGH,401,C,3H,,1,0,
3855517695,A320,HGH,610,C,1H,,1,0,
3855517695,A320,HGH,671,C,1H,,1,0,
3855490007,A320,HGH,492,C,1H,,1,0,
3855490007,A320,HGH,610,C,1H,,1,0,
3855490007,A320,HGH,671,C,1H,,1,0,
3855490007,A320,HGH,401,C,3H,,1,0,
3855490007,A320,HGH,142,BY,3H,,1,0,
3855490007,A320,HGH,200,BY,3H,,1,0,
3855490007,A320,HGH,575,C,4H,,1,0,
3855489863,A320,LHW,617,B,1H,,1,0,
3855489863,A320,LHW,4,C,5H,,1,0,
3855489863,A320,DNH,25,B,3H,,1,0,
3855484090,A320,DNH,140,B,3H,,1,0,
3855484090,A320,DNH,354,BY,1H,,1,0,
3855489684,A320,LHW,87,T,1H,,1,0,
3855489684,A320,LHW,102,BY,1H,,1,0,
3855489684,A320,HGH,174,BY,3H,,1,0,
3855489684,A320,LHW,300,T,1H,,1,0,
3855489684,A320,LHW,6,BY,4H,,1,0,
3855489467,A320,HGH,530,M,1H,,1,0,
3855489467,A320,HGH,434,BY,4H,,1,0,
