FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3826505669,A320,SIN,480,BY,31,,1,0,
3826505669,A320,SIN,151,BY,41,,1,0,
3826505669,A320,SIN,480,BY,32,,1,0,
3826505669,A320,SIN,480,BY,42,,1,0,
3826505669,A320,SIN,105,BY,52,,1,0,
3826563537,A320,TFU,120,EC,3H,,1,0,
3826563537,A320,TFU,500,EC,4H,,1,0,
3826563537,A320,TFU,320,EC,5H,,1,0,
3826546749,A321,PEK,800,C,2H,,1,0,
3826546749,A321,PEK,200,C,3H,,1,0,
3826546749,A321,PEK,450,C,5H,,1,0,
3826546749,A321,PEK,650,B,1H,,1,0,
3826546749,A321,PEK,450,B,3H,,1,0,
3826546749,A321,PEK,799,B,4H,,1,0,
3827046958,A321,LZO,546,BY,4H,,1,0,
3827714388,A321,CAN,355,BY,2H,,1,0,
3827714388,A321,CAN,900,C,4H,,1,0,
3826584054,A321,YBP,391,BY,4H,,1,0,
3826584054,A321,YBP,1003,C,3H,,1,0,
3826584054,A321,YBP,400,C,5H,,1,0,
3826584054,A321,YBP,840,C,2H,,1,0,
3826584054,A321,YBP,460,C,1H,,1,0,
3827715128,A321,CAN,637,BY,3H,,1,0,
3827715128,A321,CAN,120,C,3H,,1,0,
3827794370,A320,SYX,497,C,3H,,1,0,
3827794370,A320,SYX,20,C,4H,,1,0,
3827794370,A320,SYX,769,B,1H,,1,0,
3826548623,A320,PEK,320,C,3H,,1,0,
3826548623,A320,PEK,341,C,3H,,1,0,
3826548623,A320,PEK,1009,C,1H,,1,0,
3826548623,A320,PEK,645,BY,4H,,1,0,
3826535326,A320,JHG,119,B,4H,,1,0,
3826535326,A320,JHG,256,BY,1H,,1,0,
3826541696,A320,MIG,294,C,1H,,1,0,
3826541696,A320,MIG,374,C,3H,,1,0,
3826541696,A320,MIG,335,B,1H,,1,0,
3826541696,A320,JHG,50,B,4H,,1,0,
3826541597,A320,MIG,732,BY,3H,,1,0,
3826541597,A320,PEK,60,BY,1H,,1,0,
3826548566,A320,PEK,60,BY,1H,,1,0,
3826548566,A320,PEK,144,BY,1H,,1,0,
3827714237,A321,CAN,666,C,3H,,1,0,
3827714237,A321,CAN,634,C,3H,,1,0,
3827714237,A321,CAN,556,C,2H,,1,0,
3827714237,A321,CAN,294,C,2H,,1,0,
3827714237,A321,CAN,800,B,4H,,1,0,
3827714237,A321,CAN,72,B,4H,,1,0,
3826530957,A321,HGH,672,BY,4H,,1,0,
3826530957,A321,HGH,295,C,5H,,1,0,
3826530957,A321,HGH,505,M,3H,,1,0,
3826530957,A321,HGH,350,M,2H,,1,0,
3826530957,A321,HGH,256,M,1H,,1,0,
3826984405,A319,HRB,860,B,1H,,1,0,
3826984405,A319,HRB,13,B,1H,,1,0,
3826984405,A319,HRB,13,B,4H,,1,0,
3826532468,A319,HGH,361,C,1H,,1,3,
3826532468,A319,HGH,12,M,1H,,1,1,
3826532468,A319,HGH,503,BY,4H,,1,0,
3826535863,A321,KMG,429,C,3H,,1,0,
3826535863,A321,KMG,422,C,2H,,1,0,
3826535863,A321,KMG,616,C,3H,,1,0,
3826535863,A321,KMG,400,C,2H,,1,0,
3826535863,A321,KMG,152,C,1H,,1,0,
3826535863,A321,KMG,128,C,5H,,1,0,
3826535863,A321,KMG,118,C,1H,,1,0,
3826535863,A321,KMG,34,C,3H,,1,0,
3826535863,A321,KMG,636,B,4H,,1,0,
3826532522,A321,HGH,356,C,1H,,1,0,
3826532522,A321,HGH,1128,C,2H,,1,0,
3826532522,A321,HGH,936,C,3H,,1,0,
3826532522,A321,HGH,416,C,5H,,1,0,
3826532522,A321,HGH,59,C,5H,,1,0,
3826532522,A321,HGH,1077,BY,4H,,1,0,
3826538441,A320,KWE,350,B,1H,,1,0,
3826538441,A320,KWE,592,C,1H,,1,0,
3826538441,A320,KWE,2,C,4H,,1,0,
3826538441,A320,JHG,249,B,3H,,1,0,
3826535247,A320,JHG,293,B,3H,,1,0,
3826535247,A320,JHG,463,BY,1H,,1,0,
3826538509,A320,KWE,628,BY,3H,,1,0,
3826538509,A320,HGH,172,BY,1H,,1,0,
3826538509,A320,KWE,6,BY,3H,,1,0,
3826532788,A320,HGH,172,BY,1H,,1,0,
3826532788,A320,HGH,149,BY,1H,,1,0,
3826585906,A319,ZAT,409,B,4H,,1,0,
3826983730,A319,HGH,242,BY,5H,,1,0,
3826983730,A319,HGH,627,C,1H,,1,0,
3826983730,A319,HGH,848,C,4H,,1,0,
3826584220,A320,YBP,545,B,4H,,1,0,
3826584220,A320,YBP,630,C,1H,,1,0,
3826584220,A320,YBP,496,C,1H,,1,0,
3826584220,A320,YBP,290,C,3H,,1,0,
3826584220,A320,YBP,464,C,3H,,1,0,
3826584220,A320,YBP,82,C,4H,,1,0,
3826584220,A320,JHG,147,B,5H,,1,0,
3826584220,A320,YBP,4,B,4H,,1,0,
3826584220,A320,YBP,180,C,5H,,1,0,
3827833256,A320,JHG,147,B,5H,,1,0,
3827833256,A320,JHG,600,BY,1H,,1,0,
3827833256,A320,JHG,177,BY,1H,,1,0,
3826584358,A320,YBP,448,BY,3H,,1,0,
3826584358,A320,HGH,53,BY,1H,,1,0,
3826983616,A320,HGH,61,BY,1H,,1,0,
3826983616,A320,HGH,471,BY,4H,,1,0,
3826983616,A320,HGH,1311,C,1H,,1,0,
3826983616,A320,HGH,564,C,3H,,1,0,
3827046076,A319,LXA,344,C,4H,,1,0,
3827046076,A319,LXA,841,B,1H,,1,0,
3827046076,A319,LXA,368,C,4H,,1,0,
3827046076,A319,LXA,80,B,4H,,1,0,
3827046076,A319,LXA,244,M,5H,,1,0,
3826511975,A319,CKG,762,C,1H,,1,0,
3826511975,A319,LXA,368,C,4H,,1,0,
3826511975,A319,LXA,244,M,5H,,1,0,
3826511975,A319,CKG,129,B,4H,,1,0,
3826511975,A319,LXA,47,B,4H,,1,0,
3826531096,A319,HGH,496,C,1H,,1,0,
3826531096,A319,HGH,658,C,4H,,1,0,
3826531096,A319,HGH,434,C,5H,,1,0,
3826531096,A319,HGH,348,B,1H,,1,0,
3826531096,A319,HGH,149,BY,4H,,1,0,
3826531096,A319,HGH,82,M,4H,,1,0,
3826513360,A319,CKG,867,BY,1H,,1,0,
3826513360,A319,HGH,149,BY,4H,,1,0,
3826513360,A319,CKG,170,T,1H,,1,0,
3826513360,A319,HGH,82,M,4H,,1,0,
3826509332,A321,CGQ,300,C,2H,,1,0,
3826509332,A321,CGQ,1000,B,3H,,1,0,
3826509332,A321,CGQ,13,B,3H,,1,0,
3826531019,A321,HGH,142,BY,3H,,1,0,
3826541786,A320,MIG,213,BY,3H,,1,0,
3827794345,A320,SYX,780,BY,3H,,1,0,
3827794345,A320,SYX,261,BY,3H,,1,0,
3826577582,A321,URC,625,C,5H,,1,0,
3826577582,A321,URC,1222,C,2H,,1,0,
3826577582,A321,URC,530,C,1H,,1,0,
3826577582,A321,URC,496,C,3H,,1,0,
3826577582,A321,URC,892,B,4H,,1,0,
3826577582,A321,URC,417,BY,3H,,1,0,
3826577582,A321,URC,567,C,3H,,1,0,
3826577582,A321,URC,450,C,1H,,1,0,
3826515272,A321,CKG,125,C,5H,,1,0,
3826515272,A321,CKG,9,C,2H,,1,0,
3826515272,A321,CKG,128,C,2H,,1,0,
3826515272,A321,CKG,40,C,2H,,1,0,
3826515272,A321,CKG,315,C,5H,,1,0,
3826515272,A321,URC,567,C,3H,,1,0,
3826515272,A321,CKG,1,M,2H,,1,0,
3826515272,A321,CKG,562,BY,4H,,1,0,
3826515272,A321,URC,417,BY,3H,,1,0,
3826515272,A321,CKG,581,T,4H,,1,0,
3827793913,A321,SYX,514,BY,2H,,1,0,
3827793913,A321,SYX,110,C,2H,,1,0,
3827793913,A321,SYX,79,T,2H,,1,0,
3827793913,A321,SYX,158,B,3H,,1,0,
