FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3886922478,A320,SIN,340,BY,11,,1,0,
3886922478,A320,SIN,27,T,51,,1,0,
3886922478,A320,SIN,510,BY,31,,1,0,
3886922478,A320,SIN,510,BY,32,,1,0,
3886922478,A320,SIN,340,BY,13,,1,0,
3886922478,A320,SIN,343,BY,12,,1,0,
3886941863,A320,LZO,816,BY,1H,,1,0,
3886927936,A320,CAN,276,BY,1H,,1,0,
3886974849,A320,YBP,681,BY,1H,,1,0,
3886974849,A320,YBP,651,C,3H,,1,0,
3886974849,A320,YBP,304,C,1H,,1,0,
3886974849,A320,YBP,146,C,4H,,1,0,
3886928737,A320,CAN,295,BY,1H,,1,0,
3886971504,A320,XIC,581,BY,1H,,1,0,
3886971504,A320,XIC,164,C,1H,,1,0,
3886928640,A320,CAN,320,B,1H,,1,0,
3886928640,A320,CAN,195,C,1H,,1,0,
3886956707,A320,SYX,182,C,1H,,1,0,
3886956707,A320,SYX,2,C,1H,,1,0,
3886956707,A320,SYX,488,B,1H,,1,0,
3886956707,A320,SYX,2,EC,1H,,1,0,
3886950930,A320,PEK,430,C,1H,,1,0,
3886950930,A320,PEK,200,C,3H,,1,0,
3886950930,A320,PEK,743,C,1H,,1,0,
3886950930,A320,PEK,420,C,3H,,1,0,
3886950930,A320,PEK,616,BY,4H,,1,0,
3886947242,A320,JHG,411,B,1H,,1,0,
3886947242,A320,JHG,228,BY,4H,,1,0,
3886944052,A320,MIG,313,C,1H,,1,0,
3886944052,A320,MIG,398,C,3H,,1,0,
3886944052,A320,MIG,447,B,4H,,1,0,
3886944052,A320,JHG,323,B,1H,,1,0,
3886943871,A320,MIG,281,BY,4H,,1,0,
3886943871,A320,PEK,210,BY,3H,,1,0,
3886943871,A320,PEK,628,C,3H,,1,0,
3886943871,A320,PEK,829,C,1H,,1,0,
3886943871,A320,PEK,802,C,1H,,1,0,
3886950829,A320,PEK,802,C,1H,,1,0,
3886950829,A320,PEK,829,C,1H,,1,0,
3886950829,A320,PEK,345,BY,3H,,1,0,
3886950829,A320,PEK,628,C,3H,,1,0,
3886950829,A320,PEK,31,BY,3H,,1,0,
3886968048,A320,URC,465,C,3H,,1,0,
3886968048,A320,URC,28,C,4H,,1,0,
3886968048,A320,URC,580,C,1H,,1,0,
3886968048,A320,URC,535,B,1H,,1,0,
3886951678,A320,PEK,411,BY,3H,,1,0,
3886951678,A320,PEK,400,BY,1H,,1,0,
3886951741,A321,PEK,664,BY,4H,,1,0,
3886951741,A321,PEK,1500,C,3H,,1,0,
3886975851,A320,ZHY,269,B,1H,,1,0,
3886975851,A320,KMG,350,C,1H,,1,0,
3886975851,A320,KMG,715,B,3H,,1,0,
3886951948,A320,KMG,350,C,1H,,1,0,
3886951948,A320,KMG,715,B,3H,,1,0,
3886951948,A320,KMG,0,BY,1H,,1,0,
3886975794,A320,PEK,407,C,1H,,1,0,
3886975794,A320,PEK,472,C,3H,,1,0,
3886975794,A320,PEK,328,C,4H,,1,0,
3886975794,A320,PEK,209,C,5H,,1,0,
3886975794,A320,PEK,231,BY,1H,,1,0,
3886975794,A320,ZHY,391,BY,4H,,1,0,
3886952054,A320,PEK,456,BY,1H,,1,0,
3886952054,A320,PEK,407,C,1H,,1,0,
3886952054,A320,PEK,472,C,3H,,1,0,
3886952054,A320,PEK,328,C,4H,,1,0,
3886952054,A320,PEK,209,C,5H,,1,0,
3886952054,A320,PEK,0,BY,4H,,1,0,
3886927588,A321,CAN,598,C,2H,,1,0,
3886927588,A321,CAN,490,C,2H,,1,0,
3886927588,A321,CAN,480,C,3H,,1,0,
3886927588,A321,CAN,454,C,3H,,1,0,
3886927588,A321,CAN,350,C,1H,,1,0,
3886927588,A321,CAN,288,C,5H,,1,0,
3886927588,A321,CAN,800,B,4H,,1,0,
3886927588,A321,CAN,61,B,4H,,1,0,
3886927588,A321,CAN,230,B,5H,,1,0,
3886938945,A321,HGH,435,BY,4H,,1,0,
3886938945,A321,HGH,430,M,3H,,1,0,
3886927716,A321,CAN,634,C,3H,,1,0,
3886927716,A321,CAN,546,C,2H,,1,0,
3886927716,A321,CAN,450,C,3H,,1,0,
3886927716,A321,CAN,339,C,5H,,1,0,
3886927716,A321,CAN,354,C,2H,,1,0,
3886927716,A321,CAN,620,B,4H,,1,0,
3886927716,A321,CAN,6,B,4H,,1,0,
3886927716,A321,CAN,25,C,4H,,1,0,
3886938982,A321,HGH,430,BY,4H,,1,0,
3886938982,A321,HGH,58,BY,4H,,1,0,
3886938982,A321,HGH,546,M,3H,,1,0,
3886938982,A321,HGH,500,C,2H,,1,0,
3886938982,A321,HGH,200,M,5H,,1,0,
3886943758,A320,HRB,16,C,4H,,1,0,
3886943758,A320,HRB,1032,B,3H,,1,0,
3886943758,A320,HRB,7,B,3H,,1,0,
3886939778,A320,HGH,670,C,3H,,1,6,
3886939778,A320,HGH,554,C,1H,,1,6,
3886939778,A320,HGH,280,C,5H,,1,3,
3886939778,A320,HGH,158,C,5H,,1,1,
3886939778,A320,HGH,69,C,5H,,1,1,
3886939778,A320,HGH,24,M,5H,,1,0,
3886939778,A320,HGH,304,B,1H,,1,0,
3886939778,A320,HGH,305,B,4H,,1,0,
3886975676,A320,ZAT,463,B,3H,,1,0,
3886941600,A320,HGH,97,BY,1H,,1,0,
3886941600,A320,HGH,384,C,5H,,1,0,
3886941600,A320,HGH,1024,C,3H,,1,0,
3886941600,A320,HGH,1151,C,1H,,1,0,
3886941600,A320,HGH,817,C,4H,,1,0,
3886941600,A320,HGH,305,C,4H,,1,0,
3886943849,A320,HRB,696,C,1H,,1,0,
3886943849,A320,HRB,328,C,1H,,1,0,
3886943849,A320,HRB,576,B,3H,,1,0,
3886939856,A320,HGH,505,C,1H,,1,5,
3886939856,A320,HGH,275,C,5H,,1,3,
3886939856,A320,HGH,443,B,1H,,1,0,
3886939856,A320,HGH,443,B,3H,,1,0,
3886974985,A319,YBP,628,B,4H,,1,0,
3886974985,A319,YBP,654,C,1H,,1,0,
3886974985,A319,YBP,385,C,5H,,1,0,
3886974985,A319,YBP,128,C,4H,,1,0,
3886974985,A319,JHG,275,B,4H,,1,0,
3886947935,A319,JHG,275,B,4H,,1,0,
3886947935,A319,JHG,127,BY,1H,,1,0,
3886975053,A319,YBP,277,BY,1H,,1,0,
3886975053,A319,HGH,491,BY,4H,,1,0,
3886975053,A319,HGH,885,C,4H,,1,0,
3886975053,A319,HGH,334,C,4H,,1,0,
3886975053,A319,HGH,676,C,1H,,1,0,
3886975053,A319,HGH,769,C,5H,,1,0,
3886975053,A319,HGH,683,C,1H,,1,0,
3886975053,A319,YBP,173,BY,5H,,1,0,
3886941128,A319,HGH,676,C,1H,,1,0,
3886941128,A319,HGH,683,C,1H,,1,0,
3886941128,A319,HGH,885,C,4H,,1,0,
3886941128,A319,HGH,334,C,4H,,1,0,
3886941128,A319,HGH,491,BY,4H,,1,0,
3886941128,A319,HGH,769,C,5H,,1,0,
3886941128,A319,HGH,270,BY,4H,,1,0,
3886939628,A319,LXA,663,B,4H,,1,0,
3886939628,A319,LXA,664,C,1H,,1,0,
3886939628,A319,LXA,618,B,4H,,1,0,
3886939628,A319,LXA,4,C,5H,,1,0,
3886939628,A319,LXA,170,M,5H,,1,0,
3886933303,A319,CKG,493,B,4H,,1,0,
3886933303,A319,LXA,664,C,1H,,1,0,
3886933303,A319,LXA,4,C,5H,,1,0,
3886933303,A319,LXA,170,M,5H,,1,0,
3886933303,A319,LXA,618,B,4H,,1,0,
3886939070,A319,HGH,448,BY,4H,,1,0,
3886939070,A319,HGH,98,C,1H,,1,0,
3886939070,A319,HGH,642,C,1H,,1,0,
3886939070,A319,HGH,193,B,4H,,1,0,
3886934858,A319,CKG,561,BY,1H,,1,0,
3886934858,A319,HGH,448,BY,4H,,1,0,
3886934858,A319,CKG,282,T,1H,,1,0,
3886934858,A319,CKG,17,C,5H,,1,0,
3886954587,A320,LUM,853,B,3H,,1,0,
3886940663,A320,HGH,158,BY,4H,,1,0,
3886940663,A320,HGH,696,C,3H,,1,0,
3886940663,A320,HGH,710,C,1H,,1,0,
3886940663,A320,HGH,106,C,5H,,1,0,
3886930940,A321,CGQ,1154,B,3H,,1,0,
3886939039,A321,HGH,1000,BY,3H,,1,0,
3886939039,A321,HGH,161,BY,3H,,1,0,
3886947421,A320,NNG,665,C,1H,,1,0,
3886947421,A320,NNG,603,C,1H,,1,0,
3886947421,A320,NNG,498,C,3H,,1,0,
3886947421,A320,NNG,490,C,5H,,1,0,
3886947421,A320,NNG,66,M,3H,,1,0,
3886947421,A320,NNG,499,B,4H,,1,0,
3886940865,A320,HGH,882,C,1H,,1,3,
3886940865,A320,HGH,223,C,3H,,1,3,
3886940865,A320,HGH,626,B,1H,,1,0,
3886944934,A320,NGB,66,C,1H,,1,0,
3886944934,A320,NGB,602,BY,3H,,1,0,
3886956663,A320,SYX,1206,BY,1H,,1,0,
3886967350,A321,URC,971,C,2H,,1,0,
3886967350,A321,URC,488,C,1H,,1,0,
3886967350,A321,URC,200,C,4H,,1,0,
3886967350,A321,URC,650,B,4H,,1,0,
3886967350,A321,URC,511,BY,3H,,1,0,
3886967350,A321,URC,7,C,3H,,1,0,
3886967350,A321,URC,485,BY,5H,,1,0,
3886967350,A321,URC,256,B,1H,,1,0,
3886936487,A321,CKG,170,C,2H,,1,0,
3886936487,A321,CKG,103,C,2H,,1,0,
3886936487,A321,CKG,546,C,1H,,1,0,
3886936487,A321,CKG,572,C,2H,,1,0,
3886936487,A321,URC,7,C,3H,,1,0,
3886936487,A321,CKG,480,BY,4H,,1,0,
3886936487,A321,URC,511,BY,3H,,1,0,
3886936487,A321,CKG,95,T,4H,,1,0,
3886936487,A321,URC,485,BY,5H,,1,0,
3886956144,A321,SYX,45,C,5H,,1,0,
3886956144,A321,SYX,265,B,4H,,1,0,
3886956144,A321,SYX,746,BY,1H,,1,0,
3886956144,A321,SYX,400,BY,4H,,1,0,
3886956144,A321,SYX,250,C,2H,,1,0,
3886956144,A321,SYX,725,C,2H,,1,0,
3886937462,A321,CKG,739,BY,4H,,1,0,
3886937462,A321,SYX,1000,BY,1H,,1,0,
3886937462,A321,SYX,146,BY,1H,,1,0,
3886937462,A321,CKG,1010,C,3H,,1,0,
3886937462,A321,SYX,250,C,2H,,1,0,
3886937462,A321,SYX,725,C,2H,,1,0,
3886937462,A321,SYX,45,C,5H,,1,0,
3886974070,A320,XNN,482,C,1H,,1,0,
3886974070,A320,XNN,450,C,1H,,1,0,
3886974070,A320,XNN,626,C,1H,,1,0,
3886974070,A320,XNN,918,BY,3H,,1,0,
3886974070,A320,XNN,33,C,5H,,1,0,
3886974070,A320,XNN,176,C,5H,,1,0,
3886974070,A320,XNN,122,C,5H,,1,0,
3886974070,A320,XNN,45,BY,3H,,1,0,
3886942239,A320,XNN,482,C,1H,,1,0,
3886942239,A320,XNN,122,C,5H,,1,0,
3886942239,A320,XNN,33,C,5H,,1,0,
3886942239,A320,XNN,450,C,1H,,1,0,
3886942239,A320,XNN,626,C,1H,,1,0,
3886942239,A320,XNN,176,C,5H,,1,0,
3886942239,A320,LZO,168,BY,4H,,1,0,
3886942239,A320,XNN,859,BY,3H,,1,0,
3886956579,A320,SYX,374,C,1H,,1,2.4,
3886956579,A320,SYX,418,C,1H,,1,1.7,
3886956579,A320,SYX,31,BY,3H,,1,0,
3886956579,A320,SYX,600,BY,3H,,1,0,
3886956579,A320,SYX,6,BY,4H,,1,0,
3886956579,A320,SYX,160,BY,4H,,1,0,
3886956579,A320,SYX,1,BY,4H,,1,0,
3886956579,A320,SYX,432,BY,4H,,1,0,
3886942788,A320,SYX,418,C,1H,,1,1.7,
3886942788,A320,SYX,374,C,1H,,1,2.4,
3886942788,A320,LZO,437,BY,4H,,1,0,
3886942788,A320,SYX,600,BY,3H,,1,0,
3886942788,A320,SYX,31,BY,3H,,1,0,
3886943199,A321,HRB,1166,BY,2H,,1,0,
3886943199,A321,HRB,868,C,3H,,1,0,
3886943199,A321,HRB,475,C,3H,,1,0,
3886943199,A321,HRB,73,BY,4H,,1,0,
3886943199,A321,HRB,5,C,5H,,1,0,
3886943199,A321,HRB,120,C,5H,,1,0,
3886938657,A321,HRB,5,C,5H,,1,0,
3886938657,A321,HRB,475,C,3H,,1,0,
3886938657,A321,HRB,120,C,5H,,1,0,
3886938657,A321,HRB,868,C,3H,,1,0,
3886938657,A321,CSX,756,BY,2H,,1,0,
3886938657,A321,HRB,48,BY,4H,,1,0,
3886938657,A321,CSX,54,T,2H,,1,0,
3886956334,A321,SYX,663,BY,3H,,1,0,
3886956334,A321,SYX,458,C,2H,,1,4,
3886956334,A321,SYX,274,C,5H,,1,2,
3886956334,A321,SYX,193,B,5H,,1,0,
3886938627,A321,CSX,454,B,3H,,1,0,
3886938627,A321,SYX,458,C,2H,,1,4,
3886938627,A321,SYX,274,C,5H,,1,2,
3886938627,A321,SYX,78,B,5H,,1,0,
3886938627,A321,CSX,454,B,4H,,1,0,
3886965396,A321,TNA,176,C,2H,,1,0,
3886965396,A321,TNA,143,C,2H,,1,0,
3886965396,A321,CGQ,345,C,3H,,1,0,
3886965396,A321,CGQ,450,C,5H,,1,0,
3886965396,A321,CGQ,27,C,3H,,1,0,
3886965396,A321,CGQ,443,C,3H,,1,0,
3886965396,A321,CGQ,690,C,3H,,1,0,
3886965396,A321,TNA,55,M,2H,,1,0,
3886965396,A321,TNA,34,M,2H,,1,0,
3886965396,A321,TNA,731,BY,2H,,1,0,
3886965396,A321,CGQ,282,BY,4H,,1,0,
3886965396,A321,CGQ,298,C,3H,,1,0,
3886931405,A321,CGQ,345,C,3H,,1,0,
3886931405,A321,CGQ,298,C,3H,,1,0,
3886931405,A321,CGQ,27,C,3H,,1,0,
3886931405,A321,CGQ,443,C,3H,,1,0,
3886931405,A321,CGQ,690,C,3H,,1,0,
3886931405,A321,CGQ,306,BY,4H,,1,0,
3886931405,A321,CGQ,450,C,5H,,1,0,
3886931405,A321,CGQ,651,BY,2H,,1,0,
3886931405,A321,CGQ,7,BY,4H,,1,0,
3886964365,A321,TNA,0,BY,3H,,1,0,
3886964365,A321,TNA,145,C,3H,,1,0,
3886964365,A321,SYX,0,BY,2H,,1,0,
