FLIGHT,TYPE,DEST,WEIGHT,FLOOR TYPE,POS,CONT,PRIORITY,VOLUME,SPECIAL CARGO
3812728641,A320,SIN,462,BY,42,,1,0,
3812728641,A320,SIN,345,C,32,,1,0,
3812728641,A320,SIN,345,C,31,,1,0,
3812728641,A320,SIN,489,BY,13,,1,0,
3812728641,A320,SIN,489,BY,12,,1,0,
3812728641,A320,SIN,489,BY,11,,1,0,
3812728641,A320,SIN,463,BY,41,,1,0,
3813147231,A321,CTU,674,C,3H,,1,3,
3813147231,A321,CTU,546,C,3H,,1,2.1,
3813147231,A321,CTU,442,C,2H,,1,2,
3813147231,A321,CTU,368,C,2H,,1,1.7,
3813147231,A321,CTU,258,C,5H,,1,1.1,
3813147231,A321,CTU,224,C,3H,,1,1.1,
3813147231,A321,CTU,274,BY,4H,,1,0,
3813272225,A321,LZO,568,BY,4H,,1,0,
3813966744,A321,CAN,600,BY,3H,,1,0,
3813966744,A321,CAN,23,BY,3H,,1,0,
3813966744,A321,CAN,15,C,3H,,1,0,
3812803554,A321,YBP,480,BY,4H,,1,0,
3812803554,A321,YBP,850,C,2H,,1,0,
3812803554,A321,YBP,1000,C,3H,,1,0,
3813967526,A321,CAN,800,BY,3H,,1,0,
3813967526,A321,CAN,33,BY,3H,,1,0,
3813967526,A321,CAN,220,C,3H,,1,0,
3812800923,A320,XIC,794,BY,1H,,1,0,
3813967457,A320,CAN,121,B,1H,,1,0,
3813967457,A320,CAN,325,C,3H,,1,0,
3814007194,A321,SYX,332,C,2H,,1,0,
3814007194,A321,SYX,706,B,4H,,1,0,
3814007194,A321,SYX,379,B,3H,,1,0,
3814007194,A321,SYX,7,B,4H,,1,0,
3812769198,A321,PEK,736,C,3H,,1,0,
3812769198,A321,PEK,464,C,5H,,1,0,
3812769198,A321,PEK,745,C,3H,,1,0,
3812769198,A321,PEK,732,C,2H,,1,0,
3812769198,A321,PEK,829,BY,4H,,1,0,
3812796570,A320,URC,60,C,3H,,1,0,
3812796570,A320,URC,76,C,3H,,1,0,
3812796570,A320,URC,304,B,1H,,1,0,
3812770147,A320,PEK,800,BY,3H,,1,0,
3812805737,A320,KMG,38,B,1H,,1,0,
3812805737,A320,ZHY,0,B,4H,,1,0,
3812756553,A320,KMG,168,C,3H,,1,1,
3812756553,A320,KMG,633,C,4H,,1,2,
3812756553,A320,KMG,633,C,3H,,1,2,
3812756553,A320,KMG,633,C,1H,,1,2,
3812756553,A320,KMG,633,C,1H,,1,2,
3812756553,A320,KMG,633,C,1H,,1,2,
3812756553,A320,KMG,0,BY,4H,,1,0,
3812756553,A320,KMG,532,B,1H,,1,0,
3812805566,A320,PEK,1587,C,1H,,1,0,
3812805566,A320,PEK,785,C,3H,,1,0,
3812805566,A320,ZHY,376,BY,4H,,1,0,
3812805566,A320,PEK,562,BY,5H,,1,0,
3812770575,A320,PEK,1587,C,1H,,1,0,
3812770575,A320,PEK,785,C,3H,,1,0,
3812770575,A320,PEK,562,BY,5H,,1,0,
3812770575,A320,PEK,0,BY,4H,,1,0,
3813966463,A321,CAN,544,C,3H,,1,0,
3813966463,A321,CAN,524,C,2H,,1,0,
3813966463,A321,CAN,322,C,3H,,1,0,
3813966463,A321,CAN,134,C,5H,,1,0,
3813966463,A321,CAN,102,C,2H,,1,0,
3813966463,A321,CAN,8,C,5H,,1,0,
3813966463,A321,CAN,780,B,4H,,1,0,
3813966463,A321,CAN,24,B,4H,,1,0,
3812750148,A321,HGH,709,BY,4H,,1,0,
3812750148,A321,HGH,311,M,3H,,1,0,
3813966601,A321,CAN,628,C,2H,,1,0,
3813966601,A321,CAN,326,C,3H,,1,0,
3813966601,A321,CAN,416,B,3H,,1,0,
3812750210,A321,HGH,615,BY,3H,,1,0,
3812750210,A321,HGH,90,M,1H,,1,0,
3812750210,A321,HGH,210,C,2H,,1,0,
3813200064,A320,HRB,4,C,3H,,1,0,
3813200064,A320,HRB,836,B,1H,,1,0,
3813200064,A320,HRB,7,B,3H,,1,0,
3812751298,A320,HGH,450,C,1H,,1,5,
3812751298,A320,HGH,382,C,1H,,1,4,
3812751298,A320,HGH,3,M,1H,,1,4,
3812751298,A320,HGH,212,BY,3H,,1,0,
3812751298,A320,HGH,213,BY,4H,,1,0,
3812755063,A321,KMG,492,C,3H,,1,0,
3812755063,A321,KMG,444,C,2H,,1,0,
3812755063,A321,KMG,78,C,3H,,1,0,
3812755063,A321,KMG,12,C,3H,,1,0,
3812755063,A321,KMG,888,B,4H,,1,0,
3812755063,A321,KMG,95,B,4H,,1,0,
3812751386,A321,HGH,871,C,2H,,1,0,
3812751386,A321,HGH,968,C,3H,,1,0,
3812751386,A321,HGH,234,C,1H,,1,0,
3812751386,A321,HGH,176,C,5H,,1,0,
3812751386,A321,HGH,10,C,5H,,1,0,
3812751386,A321,HGH,139,M,5H,,1,0,
3812751386,A321,HGH,1099,BY,4H,,1,0,
3812805283,A320,ZAT,534,B,1H,,1,0,
3813198352,A320,HGH,324,BY,4H,,1,0,
3813198352,A320,HGH,1799,C,1H,,1,0,
